Sample Name	Protocol REF	Parameter Value[instrument]	Parameter Value[manufacturer]	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Factor Value[project]
S0252	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788170	SRX2974562	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187442	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0253	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788171	SRX2974561	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187443	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0254	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788176	SRX2974556	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187444	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0255	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788177	SRX2974555	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187445	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0256	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788149	SRX2974583	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187446	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0257	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788148	SRX2974584	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187447	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0258	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788151	SRX2974581	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187448	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0259	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788150	SRX2974582	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187449	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0260	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788153	SRX2974579	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187450	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0261	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788152	SRX2974580	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187451	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0262	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788155	SRX2974577	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187452	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0263	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788154	SRX2974578	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187453	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0264	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788157	SRX2974575	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187454	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0265	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788156	SRX2974576	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187455	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0266	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788039	SRX2974693	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187456	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0267	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788040	SRX2974692	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187457	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0268	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788037	SRX2974695	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187458	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0269	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788038	SRX2974694	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187459	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0270	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788043	SRX2974689	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187460	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0271	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788044	SRX2974688	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187461	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0272	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788041	SRX2974691	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187462	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0273	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788042	SRX2974690	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187463	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0274	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788045	SRX2974687	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187464	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0275	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788046	SRX2974686	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187465	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0276	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788403	SRX2974809	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187466	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0277	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788402	SRX2974810	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187467	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0278	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788401	SRX2974811	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187468	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0279	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788400	SRX2974812	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187469	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0280	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788399	SRX2974813	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187470	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0281	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788398	SRX2974814	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187471	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0282	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788397	SRX2974815	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187472	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0283	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788396	SRX2974816	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187473	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0284	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788406	SRX2974806	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187474	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0285	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788405	SRX2974807	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187475	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0286	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788301	SRX2974431	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187476	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0287	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788404	SRX2974808	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187477	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0288	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788265	SRX2974467	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187478	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0289	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788266	SRX2974466	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187479	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0290	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788267	SRX2974465	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187480	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0291	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788268	SRX2974464	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187481	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0292	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788269	SRX2974463	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187482	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0293	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788270	SRX2974462	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187483	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0294	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788387	SRX2974825	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187484	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0295	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788256	SRX2974476	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187485	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0296	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788000	SRX2974732	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187486	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0297	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787999	SRX2974733	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187487	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0298	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788002	SRX2974730	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187488	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0299	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788001	SRX2974731	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187489	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0300	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787996	SRX2974736	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187490	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0301	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787995	SRX2974737	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187491	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0302	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787998	SRX2974734	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187492	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0303	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787997	SRX2974735	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187493	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0304	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788004	SRX2974728	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187494	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0305	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788003	SRX2974729	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187495	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0306	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788361	SRX2974851	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187496	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0307	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788362	SRX2974850	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187497	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0308	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788359	SRX2974853	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187498	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0309	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788360	SRX2974852	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187499	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0310	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788357	SRX2974855	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187500	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0311	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788358	SRX2974854	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187501	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0312	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788355	SRX2974857	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187502	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0313	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788356	SRX2974856	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187503	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0314	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788363	SRX2974849	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187504	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0315	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788364	SRX2974848	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187505	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0316	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788275	SRX2974457	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187506	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0317	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788276	SRX2974456	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187507	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0318	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788277	SRX2974455	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187508	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
