Source Name	Material Type	Term Source REF	Term Accession Number	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[geographical location]	Term Source REF	Term Accession Number	Characteristics[environment type]	Term Source REF	Term Accession Number	Characteristics[latitude]	Unit	Term Source REF	Term Accession Number	Characteristics[longitude]	Unit	Term Source REF	Term Accession Number	Characteristics[depth]	Unit	Term Source REF	Term Accession Number	Comment[cruise id]	Comment[cruise station]	Protocol REF	Comment[niskin bottle id]	Protocol REF	Sample Name	Factor Value[project]	Factor Value[collection time]
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50433	degree	UO	UO:0000185	175.98	degree	UO	UO:0000185	30.6	meter	UO	UO:0000008	SS2011	24	Sample collection	1222496	DNA extraction	S0312	GEOTRACES	2011-05-25T19:16:06
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.494	degree	UO	UO:0000185	175.98	degree	UO	UO:0000185	50.3	meter	UO	UO:0000008	SS2011	24	Sample collection	1222490	DNA extraction	S0313	GEOTRACES	2011-05-25T19:16:06
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.494	degree	UO	UO:0000185	175.98	degree	UO	UO:0000185	74.5	meter	UO	UO:0000008	SS2011	24	Sample collection	1222487	DNA extraction	S0314	GEOTRACES	2011-05-25T19:16:06
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.494	degree	UO	UO:0000185	175.98	degree	UO	UO:0000185	99.7	meter	UO	UO:0000008	SS2011	24	Sample collection	1222523	DNA extraction	S0315	GEOTRACES	2011-05-25T19:16:06
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50383	degree	UO	UO:0000185	-170	degree	UO	UO:0000185	15.5	meter	UO	UO:0000008	SS2011	38	Sample collection	1223312	DNA extraction	S0316	GEOTRACES	2011-05-31T18:10:31
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50383	degree	UO	UO:0000185	-170	degree	UO	UO:0000185	28.4	meter	UO	UO:0000008	SS2011	38	Sample collection	1223306	DNA extraction	S0317	GEOTRACES	2011-05-31T18:10:31
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50383	degree	UO	UO:0000185	-170	degree	UO	UO:0000185	48.6	meter	UO	UO:0000008	SS2011	38	Sample collection	1223300	DNA extraction	S0318	GEOTRACES	2011-05-31T18:10:31
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50383	degree	UO	UO:0000185	-170	degree	UO	UO:0000185	76	meter	UO	UO:0000008	SS2011	38	Sample collection	1224245	DNA extraction	S0319	GEOTRACES	2011-05-31T18:10:31
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50383	degree	UO	UO:0000185	-170	degree	UO	UO:0000185	100.3	meter	UO	UO:0000008	SS2011	38	Sample collection	1223297	DNA extraction	S0320	GEOTRACES	2011-05-31T18:10:31
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4995	degree	UO	UO:0000185	-170	degree	UO	UO:0000185	1001.5	meter	UO	UO:0000008	SS2011	38	Sample collection	1222625	DNA extraction	S0321	GEOTRACES	2011-05-31T18:10:31
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4995	degree	UO	UO:0000185	-171.99899	degree	UO	UO:0000185	15.1	meter	UO	UO:0000008	SS2011	36	Sample collection	1222715	DNA extraction	S0322	GEOTRACES	2011-06-01T12:02:53
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4995	degree	UO	UO:0000185	-171.99899	degree	UO	UO:0000185	30.9	meter	UO	UO:0000008	SS2011	36	Sample collection	1222706	DNA extraction	S0323	GEOTRACES	2011-06-01T12:02:53
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4995	degree	UO	UO:0000185	-171.99899	degree	UO	UO:0000185	49.8	meter	UO	UO:0000008	SS2011	36	Sample collection	1222700	DNA extraction	S0324	GEOTRACES	2011-06-01T12:02:53
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4995	degree	UO	UO:0000185	-171.99899	degree	UO	UO:0000185	75.1	meter	UO	UO:0000008	SS2011	36	Sample collection	1222742	DNA extraction	S0325	GEOTRACES	2011-06-01T12:02:53
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50133	degree	UO	UO:0000185	-171.99899	degree	UO	UO:0000185	100.3	meter	UO	UO:0000008	SS2011	36	Sample collection	1222739	DNA extraction	S0326	GEOTRACES	2011-06-01T12:02:53
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50133	degree	UO	UO:0000185	-164.99233	degree	UO	UO:0000185	50	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1154516	DNA extraction	S0331	GEOTRACES	2011-06-13T22:40:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50133	degree	UO	UO:0000185	-164.99233	degree	UO	UO:0000185	75	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1154510	DNA extraction	S0332	GEOTRACES	2011-06-13T22:40:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50133	degree	UO	UO:0000185	-164.99233	degree	UO	UO:0000185	100	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1154504	DNA extraction	S0333	GEOTRACES	2011-06-13T22:40:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50133	degree	UO	UO:0000185	-164.99233	degree	UO	UO:0000185	204	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1154486	DNA extraction	S0334	GEOTRACES	2011-06-13T22:40:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50133	degree	UO	UO:0000185	-164.98117	degree	UO	UO:0000185	1023	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1152842	DNA extraction	S0335	GEOTRACES	2011-06-14T04:11:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49483	degree	UO	UO:0000185	-164.98117	degree	UO	UO:0000185	5100	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1152779	DNA extraction	S0336	GEOTRACES	2011-06-14T04:11:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49483	degree	UO	UO:0000185	-163.98967	degree	UO	UO:0000185	17	meter	UO	UO:0000008	TAN1109	GT9	Sample collection	1152896	DNA extraction	S0337	GEOTRACES	2011-06-14T16:46:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.494	degree	UO	UO:0000185	-163.98967	degree	UO	UO:0000185	31	meter	UO	UO:0000008	TAN1109	GT9	Sample collection	1152887	DNA extraction	S0338	GEOTRACES	2011-06-14T16:46:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.495	degree	UO	UO:0000185	-163.98967	degree	UO	UO:0000185	51	meter	UO	UO:0000008	TAN1109	GT9	Sample collection	1152881	DNA extraction	S0339	GEOTRACES	2011-06-14T16:46:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.495	degree	UO	UO:0000185	-163.98967	degree	UO	UO:0000185	76	meter	UO	UO:0000008	TAN1109	GT9	Sample collection	1152875	DNA extraction	S0340	GEOTRACES	2011-06-14T16:46:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49717	degree	UO	UO:0000185	-163.98967	degree	UO	UO:0000185	102	meter	UO	UO:0000008	TAN1109	GT9	Sample collection	1152866	DNA extraction	S0341	GEOTRACES	2011-06-14T16:46:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49717	degree	UO	UO:0000185	-157.00883	degree	UO	UO:0000185	49	meter	UO	UO:0000008	TAN1109	GT16	Sample collection	1155872	DNA extraction	S0342	GEOTRACES	2011-06-18T10:34:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49717	degree	UO	UO:0000185	-157.00883	degree	UO	UO:0000185	76	meter	UO	UO:0000008	TAN1109	GT16	Sample collection	1155866	DNA extraction	S0343	GEOTRACES	2011-06-18T10:34:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49717	degree	UO	UO:0000185	-157.00883	degree	UO	UO:0000185	102	meter	UO	UO:0000008	TAN1109	GT16	Sample collection	1155860	DNA extraction	S0344	GEOTRACES	2011-06-18T10:34:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49717	degree	UO	UO:0000185	-156.01067	degree	UO	UO:0000185	15	meter	UO	UO:0000008	TAN1109	GT17	Sample collection	1156046	DNA extraction	S0345	GEOTRACES	2011-06-18T20:24:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4985	degree	UO	UO:0000185	-156.01067	degree	UO	UO:0000185	31	meter	UO	UO:0000008	TAN1109	GT17	Sample collection	1156019	DNA extraction	S0346	GEOTRACES	2011-06-18T20:24:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4985	degree	UO	UO:0000185	-156.01067	degree	UO	UO:0000185	52	meter	UO	UO:0000008	TAN1109	GT17	Sample collection	1156013	DNA extraction	S0347	GEOTRACES	2011-06-18T20:24:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4985	degree	UO	UO:0000185	-156.01067	degree	UO	UO:0000185	77	meter	UO	UO:0000008	TAN1109	GT17	Sample collection	1156007	DNA extraction	S0348	GEOTRACES	2011-06-18T20:24:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4985	degree	UO	UO:0000185	-156.01067	degree	UO	UO:0000185	102	meter	UO	UO:0000008	TAN1109	GT17	Sample collection	1156001	DNA extraction	S0349	GEOTRACES	2011-06-18T20:24:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.4985	degree	UO	UO:0000185	-154.99933	degree	UO	UO:0000185	14	meter	UO	UO:0000008	TAN1109	GT18	Sample collection	1156181	DNA extraction	S0350	GEOTRACES	2011-06-19T06:47:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49567	degree	UO	UO:0000185	-154.99933	degree	UO	UO:0000185	30	meter	UO	UO:0000008	TAN1109	GT18	Sample collection	1156163	DNA extraction	S0351	GEOTRACES	2011-06-19T06:47:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49567	degree	UO	UO:0000185	-154.99933	degree	UO	UO:0000185	51	meter	UO	UO:0000008	TAN1109	GT18	Sample collection	1156157	DNA extraction	S0352	GEOTRACES	2011-06-19T06:47:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50633	degree	UO	UO:0000185	-154.99933	degree	UO	UO:0000185	74	meter	UO	UO:0000008	TAN1109	GT18	Sample collection	1156151	DNA extraction	S0353	GEOTRACES	2011-06-19T06:47:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50633	degree	UO	UO:0000185	-154.99933	degree	UO	UO:0000185	101	meter	UO	UO:0000008	TAN1109	GT18	Sample collection	1156145	DNA extraction	S0354	GEOTRACES	2011-06-19T06:47:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50633	degree	UO	UO:0000185	-153.99817	degree	UO	UO:0000185	15	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156325	DNA extraction	S0355	GEOTRACES	2011-06-19T18:28:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50633	degree	UO	UO:0000185	-153.99817	degree	UO	UO:0000185	32	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156301	DNA extraction	S0356	GEOTRACES	2011-06-19T18:28:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.50633	degree	UO	UO:0000185	-153.99817	degree	UO	UO:0000185	51	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156295	DNA extraction	S0357	GEOTRACES	2011-06-19T18:28:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.509	degree	UO	UO:0000185	-153.99817	degree	UO	UO:0000185	77	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156289	DNA extraction	S0358	GEOTRACES	2011-06-19T18:28:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.509	degree	UO	UO:0000185	-153.99817	degree	UO	UO:0000185	100	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156283	DNA extraction	S0359	GEOTRACES	2011-06-19T18:28:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.509	degree	UO	UO:0000185	-153.99817	degree	UO	UO:0000185	201	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156265	DNA extraction	S0360	GEOTRACES	2011-06-19T18:28:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.509	degree	UO	UO:0000185	-154.00417	degree	UO	UO:0000185	1008	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156466	DNA extraction	S0361	GEOTRACES	2011-06-19T22:18:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.509	degree	UO	UO:0000185	-154.00417	degree	UO	UO:0000185	5095	meter	UO	UO:0000008	TAN1109	GT19	Sample collection	1156412	DNA extraction	S0362	GEOTRACES	2011-06-19T22:18:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49783	degree	UO	UO:0000185	-153.00567	degree	UO	UO:0000185	15	meter	UO	UO:0000008	TAN1109	GT20	Sample collection	1156538	DNA extraction	S0363	GEOTRACES	2011-06-20T13:01:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49783	degree	UO	UO:0000185	-168.002	degree	UO	UO:0000185	75	meter	UO	UO:0000008	TAN1109	GT5	Sample collection	1154141	DNA extraction	S0365	GEOTRACES	2011-06-12T16:59:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49783	degree	UO	UO:0000185	-168.002	degree	UO	UO:0000185	101	meter	UO	UO:0000008	TAN1109	GT5	Sample collection	1154138	DNA extraction	S0366	GEOTRACES	2011-06-12T16:59:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49783	degree	UO	UO:0000185	-167.00217	degree	UO	UO:0000185	14	meter	UO	UO:0000008	TAN1109	GT6	Sample collection	1154327	DNA extraction	S0367	GEOTRACES	2011-06-13T03:37:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.49783	degree	UO	UO:0000185	-167.00217	degree	UO	UO:0000185	31	meter	UO	UO:0000008	TAN1109	GT6	Sample collection	1154300	DNA extraction	S0368	GEOTRACES	2011-06-13T03:37:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.51033	degree	UO	UO:0000185	-167.00217	degree	UO	UO:0000185	52	meter	UO	UO:0000008	TAN1109	GT6	Sample collection	1154294	DNA extraction	S0369	GEOTRACES	2011-06-13T03:37:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.51033	degree	UO	UO:0000185	-167.00217	degree	UO	UO:0000185	78	meter	UO	UO:0000008	TAN1109	GT6	Sample collection	1154288	DNA extraction	S0370	GEOTRACES	2011-06-13T03:37:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.51033	degree	UO	UO:0000185	-167.00217	degree	UO	UO:0000185	102	meter	UO	UO:0000008	TAN1109	GT6	Sample collection	1154282	DNA extraction	S0371	GEOTRACES	2011-06-13T03:37:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.51033	degree	UO	UO:0000185	-165.99883	degree	UO	UO:0000185	16	meter	UO	UO:0000008	TAN1109	GT7	Sample collection	1154399	DNA extraction	S0372	GEOTRACES	2011-06-13T12:49:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.51033	degree	UO	UO:0000185	-165.99883	degree	UO	UO:0000185	30	meter	UO	UO:0000008	TAN1109	GT7	Sample collection	1154372	DNA extraction	S0373	GEOTRACES	2011-06-13T12:49:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.46367	degree	UO	UO:0000185	-165.99883	degree	UO	UO:0000185	48	meter	UO	UO:0000008	TAN1109	GT7	Sample collection	1154366	DNA extraction	S0374	GEOTRACES	2011-06-13T12:49:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.46367	degree	UO	UO:0000185	-165.99883	degree	UO	UO:0000185	76	meter	UO	UO:0000008	TAN1109	GT7	Sample collection	1154360	DNA extraction	S0375	GEOTRACES	2011-06-13T12:49:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.46367	degree	UO	UO:0000185	-165.99883	degree	UO	UO:0000185	102	meter	UO	UO:0000008	TAN1109	GT7	Sample collection	1154354	DNA extraction	S0376	GEOTRACES	2011-06-13T12:49:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.46367	degree	UO	UO:0000185	-164.99233	degree	UO	UO:0000185	15	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1152704	DNA extraction	S0377	GEOTRACES	2011-06-13T22:40:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.494	degree	UO	UO:0000185	-164.99233	degree	UO	UO:0000185	28	meter	UO	UO:0000008	TAN1109	GT8	Sample collection	1154522	DNA extraction	S0378	GEOTRACES	2011-06-13T22:40:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.494	degree	UO	UO:0000185	-162.9935	degree	UO	UO:0000185	15	meter	UO	UO:0000008	TAN1109	GT10	Sample collection	1153013	DNA extraction	S0379	GEOTRACES	2011-06-15T11:03:00
GEOTRACES project Pacific Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Pacific Ocean	GAZ	GAZ:00000360	ocean biome	ENVO	ENVO:01000048	-32.494	degree	UO	UO:0000185	-162.9935	degree	UO	UO:0000185	33	meter	UO	UO:0000008	TAN1109	GT10	Sample collection	1153007	DNA extraction	S0380	GEOTRACES	2011-06-15T11:03:00
