sequence,pcaG,pcaH,PETase,tphA2,tphA3,tphB
ASV013767,0,0,0,0,0,0
ASV013768,0,0,0,1,0,0
ASV013769,0,0,0,0,0,0
ASV013770,0,0,0,0,0,0
ASV013771,0,0,0,0,0,0
ASV013772,2,2,0,1,0,0
ASV013773,0,0,0,0,0,0
ASV013774,0,0,0,0,0,0
ASV013775,0,0,0,2,0,0
ASV013776,0,0,0,1,0,1
ASV013777,3,3,0,2,0,0
ASV013778,0,0,0,0,0,0
ASV013779,1,1,0,0,0,0
ASV013780,0,0,0,0,0,0
ASV013781,0,0,0,0,0,0
ASV013782,0,0,0,0,0,0
ASV013783,0,0,0,0,0,0
ASV013784,0,0,0,0,0,0
ASV013785,0,0,0,0,0,0
ASV013786,0,0,0,0,0,0
ASV013787,3,3,0,1,0,0
ASV013788,0,0,0,0,0,0
ASV013789,2,2,0,1,0,0
ASV013790,0,0,0,0,0,0
ASV013791,0,0,0,0,0,0
ASV013792,0,0,0,0,0,0
ASV013793,0,0,0,0,0,0
ASV013794,0,0,0,0,0,0
ASV013795,3,3,0,1,0,0
ASV013796,0,0,0,0,0,0
ASV013797,0,0,0,0,0,0
ASV013798,1,1,0,1,0,0
ASV013799,0,0,0,0,0,0
ASV013800,0,0,0,0,0,0
ASV013801,0,0,0,0,0,0
ASV013802,0,0,0,0,0,0
ASV013803,0,0,0,0,0,0
ASV013804,0,0,0,0,0,0
ASV013805,3,3,0,1,0,0
ASV013806,0,0,0,0,0,0
ASV013807,0,0,0,0,0,0
ASV013808,0,0,0,0,0,0
ASV013809,1,1,0,1,0,0
ASV013810,0,0,0,0,0,0
ASV013811,0,0,0,1,0,0
ASV013812,2,2,0,1,0,1
ASV013813,2,2,0,1,0,0
ASV013814,2,2,0,1,0,0
ASV013815,0,0,0,0,0,0
ASV013816,2,1,0,1,0,0
ASV013817,0,0,0,0,0,0
ASV013818,0,0,0,0,0,0
ASV013819,2,2,0,1,0,0
ASV013820,0,0,0,1,0,0
ASV013821,0,0,0,0,0,0
ASV013822,1,0,0,1,0,0
ASV013823,0,0,0,0,0,0
ASV013824,2,2,0,1,0,0
ASV013825,0,0,0,0,0,0
ASV013826,0,0,0,0,0,0
ASV013827,0,0,0,2,0,0
ASV013828,0,0,0,0,0,0
ASV013829,0,0,0,0,0,0
ASV013830,0,0,0,0,0,0
ASV013831,0,0,0,0,0,0
ASV013832,0,0,0,0,0,0
ASV013833,0,0,0,0,0,0
ASV013834,0,0,0,2,0,0
ASV013835,0,0,0,0,0,0
ASV013836,0,0,0,0,0,0
ASV013837,0,0,0,0,0,0
ASV013838,2,2,0,1,0,0
ASV013839,0,0,0,0,0,0
ASV013840,0,0,0,0,0,0
ASV013841,0,0,0,0,0,0
ASV013842,0,0,0,0,0,0
ASV013843,0,0,0,0,0,0
ASV013844,0,0,0,0,0,0
ASV013845,0,0,0,1,0,0
ASV013846,0,0,0,0,0,0
ASV013847,0,0,0,0,0,0
ASV013848,2,2,0,1,0,0
ASV013849,0,0,0,0,0,0
ASV013850,0,0,0,0,0,0
ASV013851,0,0,0,0,0,0
ASV013852,0,0,0,0,0,0
ASV013853,0,0,0,0,0,0
ASV013854,0,0,0,0,0,0
ASV013855,0,0,0,0,0,0
ASV013856,0,0,0,0,0,0
ASV013857,0,0,0,0,0,0
ASV013858,0,0,0,0,0,0
ASV013859,3,3,0,1,0,0
ASV013860,1,1,0,1,0,0
ASV013861,0,0,0,0,0,0
ASV013862,0,0,0,0,0,0
ASV013863,0,0,0,0,0,0
ASV013864,0,0,0,0,0,0
ASV013865,2,2,0,1,0,0
ASV013866,0,0,0,0,0,0
ASV013867,0,0,0,0,0,0
ASV013868,0,0,0,0,0,0
ASV013869,0,1,0,1,0,0
ASV013870,0,0,0,0,0,0
ASV013871,0,0,0,0,0,0
ASV013872,0,0,0,0,0,0
ASV013873,0,0,0,0,0,0
ASV013874,0,0,0,0,0,0
ASV013875,2,2,0,1,0,0
ASV013876,0,0,0,0,0,0
ASV013877,0,0,0,0,0,0
ASV013878,0,0,0,0,0,0
ASV013879,0,0,0,0,0,0
ASV013880,0,0,0,0,0,0
ASV013881,0,0,0,0,0,0
ASV013882,0,0,0,0,0,0
ASV013883,0,0,0,0,0,0
ASV013884,0,0,0,0,0,0
ASV013885,0,0,0,0,0,0
ASV013886,0,0,0,0,0,0
ASV013887,2,2,0,1,0,0
ASV013888,0,0,0,0,0,0
ASV013889,0,0,0,0,0,0
ASV013890,0,0,0,0,0,0
ASV013891,0,0,0,0,0,0
ASV013892,0,0,0,0,0,0
ASV013893,0,0,0,0,0,0
ASV013894,0,0,0,0,0,0
ASV013895,0,0,0,0,0,0
ASV013896,0,0,0,0,0,0
ASV013897,3,3,0,1,0,0
ASV013898,0,0,0,0,0,0
ASV013899,0,0,0,0,0,0
ASV013900,0,0,0,0,0,0
ASV013901,0,0,0,0,0,0
ASV013902,0,0,0,1,0,1
ASV013903,0,0,0,0,0,1
ASV013904,3,3,0,1,0,0
ASV013905,0,0,0,0,0,0
ASV013906,0,0,0,0,0,0
ASV013907,0,0,0,0,0,0
ASV013908,0,0,0,0,0,0
ASV013909,0,0,0,0,0,0
ASV013910,3,3,0,2,0,0
ASV013911,0,0,0,0,0,0
ASV013912,0,0,0,0,0,0
ASV013913,0,0,0,0,0,0
ASV013914,0,0,0,0,0,0
ASV013915,0,0,0,0,0,0
ASV013916,0,0,0,0,0,0
ASV013917,0,0,0,0,0,0
ASV013918,0,0,0,0,0,0
ASV013919,0,0,0,0,0,0
ASV013920,3,3,0,1,0,0
ASV013921,0,0,0,0,0,0
ASV013922,0,0,0,3,0,0
ASV013923,0,0,0,0,0,0
ASV013924,0,0,1,0,0,0
ASV013925,0,1,0,1,1,0
ASV013926,0,0,2,0,0,0
ASV013927,0,0,0,0,0,0
ASV013928,0,1,0,1,0,0
ASV013929,0,1,0,2,0,0
ASV013930,0,0,0,0,0,0
ASV013931,0,0,0,0,0,0
ASV013932,0,0,0,0,0,0
ASV013933,0,0,0,0,0,0
ASV013934,0,0,0,0,0,0
ASV013935,0,0,0,0,0,0
ASV013936,2,2,0,1,0,0
ASV013937,0,0,0,0,0,0
ASV013938,0,0,0,0,0,0
ASV013939,0,0,0,0,0,0
ASV013940,0,0,0,0,0,0
ASV013941,0,0,0,0,0,0
ASV013942,0,0,0,0,0,0
ASV013943,3,3,0,1,0,0
ASV013944,0,0,0,0,0,0
ASV013945,4,4,0,0,0,0
ASV013946,0,0,0,0,0,0
ASV013947,0,0,0,0,0,0
ASV013948,0,0,0,0,0,0
ASV013949,0,0,0,0,0,0
ASV013950,0,0,0,0,0,0
ASV013951,0,0,0,0,0,0
ASV013952,0,0,0,0,0,0
ASV013953,0,0,0,0,0,0
ASV013954,0,0,0,0,0,0
ASV013955,1,1,0,1,0,0
ASV013956,0,0,0,0,0,0
ASV013957,0,0,0,0,0,0
ASV013958,0,0,0,0,0,0
ASV013959,0,0,0,0,0,0
ASV013960,0,0,0,0,0,0
ASV013961,0,0,0,0,0,0
ASV013962,2,1,0,1,0,0
ASV013963,0,0,0,0,0,0
ASV013964,0,0,0,0,0,0
ASV013965,2,2,0,1,0,0
ASV013966,0,0,0,0,0,0
ASV013967,0,0,0,0,0,0
ASV013968,2,2,0,1,0,0
ASV013969,0,0,0,0,0,0
ASV013970,0,0,0,0,0,0
ASV013971,2,2,0,1,0,0
ASV013972,0,0,0,0,0,1
ASV013973,1,0,0,2,0,0
ASV013974,0,0,0,0,0,0
ASV013975,0,0,0,0,0,0
ASV013976,0,0,0,0,0,0
ASV013977,0,0,0,0,0,0
ASV013978,0,0,0,0,0,0
ASV013979,0,0,0,1,0,0
ASV013980,0,0,0,1,0,0
ASV013981,0,0,0,0,0,0
ASV013982,2,2,0,1,0,0
ASV013983,0,0,0,0,0,0
ASV013984,0,0,0,0,0,0
ASV013985,2,2,0,1,0,0
ASV013986,0,0,0,0,0,0
ASV013987,0,1,0,1,0,0
ASV013988,0,0,0,0,0,0
ASV013989,0,0,0,0,0,0
ASV013990,0,0,0,0,0,0
ASV013991,0,0,0,0,0,0
ASV013992,0,0,0,0,0,0
ASV013993,0,0,0,0,0,0
ASV013994,0,0,0,1,0,1
ASV013995,0,0,0,0,0,0
ASV013996,0,0,0,5,0,0
ASV013997,0,0,0,0,0,0
ASV013998,0,0,0,0,0,0
ASV013999,2,2,0,1,0,1
ASV014000,0,0,0,0,0,0
ASV014001,0,0,0,0,0,0
ASV014002,0,0,0,0,0,0
ASV014003,0,0,0,0,0,0
ASV014004,0,0,0,0,0,0
ASV014005,0,0,0,0,0,0
ASV014006,0,0,0,0,0,0
ASV014007,0,0,0,0,0,0
ASV014008,0,0,0,0,0,0
ASV014009,0,0,0,0,0,0
ASV014010,0,0,0,0,0,0
ASV014011,0,0,0,2,0,0
ASV014012,0,0,0,0,0,0
ASV014013,0,0,0,0,0,0
ASV014014,0,0,0,0,0,0
ASV014015,0,0,0,0,0,0
ASV014016,0,0,0,0,0,0
ASV014017,0,0,0,2,0,0
ASV014018,0,0,0,0,0,0
ASV014019,0,0,0,0,0,0
ASV014020,2,2,0,1,0,0
ASV014021,0,0,0,0,0,0
ASV014022,0,0,0,0,0,0
ASV014023,0,0,0,0,0,0
ASV014024,0,0,0,0,0,0
ASV014025,0,0,0,0,0,0
ASV014026,0,0,0,0,0,0
ASV014027,0,0,0,0,0,0
ASV014028,1,1,0,1,0,0
ASV014029,0,0,0,0,0,0
ASV014030,0,0,0,0,0,0
ASV014031,0,0,0,0,0,0
ASV014032,0,0,0,0,0,0
ASV014033,0,0,0,0,0,0
ASV014034,0,0,0,0,0,0
ASV014035,0,0,0,0,0,0
ASV014036,0,0,0,0,0,0
ASV014037,0,0,0,0,0,0
ASV014038,0,0,0,0,0,0
ASV014039,0,0,0,0,0,0
ASV014040,0,0,0,0,0,0
ASV014041,0,0,0,0,0,0
ASV014042,3,3,0,1,0,0
ASV014043,0,0,0,0,0,0
ASV014044,0,0,0,0,0,0
ASV014045,0,0,0,0,0,0
ASV014046,0,0,0,0,0,0
ASV014047,0,0,0,0,0,0
ASV014048,0,0,0,0,0,0
ASV014049,0,0,0,0,0,0
ASV014050,0,0,0,0,0,0
ASV014051,0,0,0,0,0,0
ASV014052,1,0,0,2,0,0
ASV014053,0,0,0,0,0,0
ASV014054,0,0,0,0,0,0
ASV014055,0,0,0,0,0,0
ASV014056,2,2,0,1,0,1
ASV014057,0,0,0,0,0,0
ASV014058,0,0,0,0,0,0
ASV014059,3,3,0,1,0,0
ASV014060,0,0,0,0,0,0
ASV014061,0,0,0,0,0,0
ASV014062,0,0,0,0,0,0
ASV014063,0,0,0,0,0,0
ASV014064,0,0,0,0,0,0
ASV014065,0,0,0,0,0,0
ASV014066,3,3,0,1,0,0
ASV014067,0,0,0,0,0,0
ASV014068,0,0,0,0,0,0
ASV014069,0,0,0,0,0,0
ASV014070,0,0,0,0,0,0
ASV014071,0,0,0,0,0,0
ASV014072,0,0,0,0,0,0
ASV014073,0,0,0,0,0,0
ASV014074,0,0,0,0,0,0
ASV014075,0,0,0,0,0,0
ASV014076,4,3,0,4,0,1
ASV014077,0,0,0,0,0,0
ASV014078,2,2,0,1,0,1
ASV014079,0,0,0,0,0,0
ASV014080,0,0,0,0,0,0
ASV014081,0,0,0,0,0,0
ASV014082,0,0,0,0,0,0
ASV014083,2,2,0,0,0,0
ASV014084,0,0,0,0,0,0
ASV014085,0,0,0,0,0,0
ASV014086,0,0,0,0,0,0
ASV014087,0,0,0,2,0,0
ASV014088,0,0,0,0,0,0
ASV014089,0,0,0,0,0,0
ASV014090,0,0,0,0,0,0
ASV014091,0,0,0,0,0,0
ASV014092,0,0,0,0,0,0
ASV014093,0,0,0,0,0,0
ASV014094,2,2,0,0,0,1
ASV014095,0,0,0,0,0,0
ASV014096,0,0,0,0,0,0
ASV014097,0,0,0,0,0,0
ASV014098,0,0,0,0,0,0
ASV014099,0,1,0,1,1,0
ASV014100,0,0,0,0,0,0
ASV014101,0,0,0,0,0,0
ASV014102,1,1,0,0,0,0
ASV014103,3,3,0,1,0,0
ASV014104,0,0,0,0,0,0
ASV014105,0,0,0,0,0,0
ASV014106,0,0,0,1,0,0
ASV014107,0,0,0,0,0,0
ASV014108,0,0,0,0,0,0
ASV014109,0,0,0,1,0,0
ASV014110,0,0,0,0,0,0
ASV014111,0,0,0,0,0,0
ASV014112,2,2,0,1,0,0
ASV014113,0,0,0,0,0,0
ASV014114,0,0,0,0,0,0
ASV014115,0,0,0,0,0,1
ASV014116,0,0,0,0,0,0
ASV014117,0,0,0,0,0,0
ASV014118,0,0,0,0,0,0
ASV014119,2,2,0,1,0,0
ASV014120,0,0,0,0,0,0
ASV014121,1,1,0,1,0,0
ASV014122,0,0,0,0,0,0
ASV014123,0,0,0,0,0,0
ASV014124,0,0,0,0,0,0
ASV014125,0,0,0,0,0,0
ASV014126,0,0,0,0,0,0
ASV014127,0,0,0,0,0,0
ASV014128,0,0,0,0,0,0
ASV014129,0,0,0,0,0,0
ASV014130,0,0,0,0,0,0
ASV014131,2,2,0,1,0,0
ASV014132,0,0,0,0,0,0
ASV014133,1,1,0,1,0,0
ASV014134,0,0,0,0,0,0
ASV014135,0,0,0,0,0,0
ASV014136,0,0,0,1,0,0
ASV014137,0,0,0,0,0,0
ASV014138,0,0,0,0,0,0
ASV014139,0,0,0,0,0,0
ASV014140,0,0,0,0,0,0
ASV014141,0,0,0,0,0,0
ASV014142,0,0,0,0,0,0
ASV014143,0,0,0,0,0,0
ASV014144,0,0,0,0,0,0
ASV014145,0,0,0,0,0,0
ASV014146,0,0,0,0,0,0
ASV014147,0,0,0,0,0,0
ASV014148,0,0,0,0,0,0
ASV014149,0,0,0,0,0,0
ASV014150,0,0,0,2,0,0
ASV014151,0,0,0,0,0,0
ASV014152,0,0,0,0,0,1
ASV014153,0,0,0,0,0,0
ASV014154,0,0,0,0,0,0
ASV014155,2,2,0,0,0,0
ASV014156,0,0,0,0,0,0
ASV014157,0,0,0,0,0,0
ASV014158,0,0,0,0,0,0
ASV014159,0,0,0,0,0,0
ASV014160,0,0,0,0,0,0
ASV014161,0,0,0,0,0,0
ASV014162,2,2,0,1,0,0
ASV014163,2,2,0,1,0,0
ASV014164,0,0,0,0,0,0
ASV014165,0,0,0,0,0,0
ASV014166,0,0,0,0,0,0
ASV014167,3,3,0,1,0,0
ASV014168,0,0,0,0,0,0
ASV014169,2,2,0,1,0,1
ASV014170,0,0,0,0,0,0
ASV014171,3,3,0,2,0,0
ASV014172,0,0,0,0,0,0
ASV014173,0,0,0,0,0,0
ASV014174,0,0,0,0,0,0
ASV014175,0,0,0,0,0,0
ASV014176,0,0,0,0,0,0
ASV014177,2,2,0,1,0,0
ASV014178,0,0,0,0,0,0
ASV014179,0,0,0,0,0,0
ASV014180,0,0,0,0,0,0
ASV014181,0,0,0,0,0,0
ASV014182,0,0,0,1,0,0
ASV014183,0,0,0,1,0,0
ASV014184,0,0,0,0,0,1
ASV014185,1,1,0,1,0,0
ASV014186,0,0,0,0,0,0
ASV014187,0,0,0,0,0,0
ASV014188,0,0,0,0,0,0
ASV014189,0,0,0,0,0,0
ASV014190,0,0,0,0,0,0
ASV014191,0,0,0,0,0,0
ASV014192,0,0,0,0,0,0
ASV014193,0,0,0,0,0,0
ASV014194,0,0,0,0,0,0
ASV014195,3,3,0,1,0,0
ASV014196,0,0,0,0,0,0
ASV014197,0,0,0,0,0,0
ASV014198,0,0,0,0,0,0
ASV014199,0,0,0,0,0,0
ASV014200,0,0,0,0,0,0
ASV014201,1,1,0,1,0,0
ASV014202,0,0,0,0,0,0
ASV014203,0,0,0,0,0,0
ASV014204,3,3,0,1,0,0
ASV014205,0,0,0,0,0,0
ASV014206,0,0,0,1,0,0
ASV014207,0,0,0,0,0,0
ASV014208,0,0,0,0,0,0
ASV014209,0,0,0,0,0,0
ASV014210,0,0,0,0,0,0
ASV014211,0,0,0,1,0,1
ASV014212,2,2,0,0,0,0
ASV014213,0,0,0,0,0,0
ASV014214,0,0,0,0,0,2
ASV014215,0,0,0,0,0,0
ASV014216,2,1,0,1,0,0
ASV014217,0,0,0,0,0,0
ASV014218,0,0,0,0,0,0
ASV014219,0,0,0,0,0,0
ASV014220,0,1,0,2,1,0
ASV014221,0,0,0,0,0,0
ASV014222,0,0,0,0,0,0
ASV014223,0,0,0,0,0,0
ASV014224,0,0,0,0,0,0
ASV014225,0,0,0,0,0,0
ASV014226,0,0,0,0,0,0
ASV014227,0,0,0,0,0,0
ASV014228,0,0,0,0,0,0
ASV014229,0,0,0,0,0,0
ASV014230,0,0,0,0,0,0
ASV014231,0,0,0,0,0,0
ASV014232,0,0,0,0,0,0
ASV014233,0,0,0,0,0,0
ASV014234,0,0,0,0,0,0
ASV014235,0,0,0,0,0,0
ASV014236,0,0,0,0,0,0
ASV014237,0,0,0,0,0,0
ASV014238,0,0,0,0,0,0
ASV014239,0,0,0,0,0,0
ASV014240,2,2,0,1,0,0
ASV014241,0,0,0,0,0,0
ASV014242,0,0,0,0,0,0
ASV014243,0,0,0,0,0,0
ASV014244,0,0,0,0,0,0
ASV014245,0,0,0,0,0,0
ASV014246,0,0,2,0,0,0
ASV014247,0,0,0,0,0,0
ASV014248,0,0,0,0,0,0
ASV014249,0,0,0,0,0,0
ASV014250,0,0,0,0,0,0
ASV014251,3,4,0,2,0,1
ASV014252,0,0,0,0,0,0
ASV014253,0,0,0,1,0,0
ASV014254,0,0,0,0,0,0
ASV014255,0,0,0,0,0,0
ASV014256,0,0,0,0,0,0
ASV014257,0,0,0,0,0,0
ASV014258,0,0,0,0,0,0
ASV014259,0,0,0,0,0,0
ASV014260,0,0,0,0,0,0
ASV014261,0,0,0,0,0,0
ASV014262,0,0,0,0,0,0
ASV014263,0,0,0,0,0,0
ASV014264,0,0,0,0,0,0
ASV014265,0,0,0,0,0,0
ASV014266,1,0,0,2,0,0
ASV014267,0,0,0,0,0,0
ASV014268,0,0,0,0,0,0
ASV014269,3,3,0,1,0,0
ASV014270,0,0,0,0,0,0
ASV014271,0,0,0,0,0,7
ASV014272,0,0,0,0,0,0
ASV014273,0,0,0,0,0,0
ASV014274,0,0,0,0,0,0
ASV014275,0,0,0,0,0,0
ASV014276,0,0,0,0,0,0
ASV014277,0,0,0,0,0,0
ASV014278,3,3,0,2,0,0
ASV014279,0,0,0,0,0,0
ASV014280,0,0,0,2,0,0
ASV014281,0,0,0,0,0,0
ASV014282,0,0,0,1,0,0
ASV014283,0,0,0,0,0,0
ASV014284,3,3,0,3,0,3
ASV014285,0,0,0,1,0,0
ASV014286,0,0,0,0,0,0
ASV014287,0,0,0,0,0,0
ASV014288,0,0,0,0,0,0
ASV014289,0,0,0,2,0,6
ASV014290,0,0,2,0,0,0
ASV014291,0,0,0,0,0,0
ASV014292,0,0,0,0,0,0
ASV014293,2,2,0,1,0,0
ASV014294,0,0,0,0,0,0
ASV014295,0,0,0,1,0,0
ASV014296,0,0,0,0,0,0
ASV014297,0,0,2,0,0,0
ASV014298,0,0,0,0,0,0
ASV014299,0,0,0,0,0,0
ASV014300,0,0,0,0,0,0
ASV014301,0,0,0,0,0,0
ASV014302,0,0,0,0,0,0
ASV014303,0,0,2,0,0,0
ASV014304,0,0,2,0,0,0
ASV014305,0,0,0,0,0,0
ASV014306,0,0,0,0,0,0
ASV014307,3,4,0,2,0,1
ASV014308,0,0,0,0,0,0
ASV014309,0,0,0,0,0,0
ASV014310,0,0,0,0,0,0
ASV014311,2,2,0,1,0,0
ASV014312,0,0,0,0,0,0
ASV014313,0,0,0,0,0,0
ASV014314,1,1,0,1,0,0
ASV014315,3,3,0,1,0,0
ASV014316,0,0,0,1,0,0
ASV014317,0,0,0,0,0,0
ASV014318,0,0,0,0,0,0
ASV014319,0,0,0,0,0,0
ASV014320,0,0,0,0,0,0
ASV014321,0,0,0,0,0,0
ASV014322,0,0,0,0,0,0
ASV014323,0,1,0,1,0,0
ASV014324,0,0,0,0,0,0
ASV014325,0,0,0,0,0,0
ASV014326,0,0,0,0,0,0
ASV014327,0,0,0,0,0,0
ASV014328,0,0,0,0,0,0
ASV014329,0,0,0,0,0,0
ASV014330,0,0,0,0,0,0
ASV014331,0,0,2,0,0,0
ASV014332,3,3,0,1,0,0
ASV014333,0,0,0,0,0,0
ASV014334,0,0,0,0,0,0
ASV014335,0,0,0,0,0,0
ASV014336,0,0,0,0,0,0
ASV014337,0,0,0,0,0,0
ASV014338,0,0,2,0,0,0
ASV014339,0,0,0,0,0,0
ASV014340,0,0,0,0,0,0
ASV014341,0,0,0,0,0,0
ASV014342,0,0,0,0,0,0
ASV014343,0,0,0,0,0,0
ASV014344,0,0,0,0,0,0
ASV014345,0,0,0,0,0,0
ASV014346,2,2,0,1,0,0
ASV014347,0,0,0,0,0,0
ASV014348,0,0,0,0,0,0
ASV014349,0,0,0,0,0,0
ASV014350,0,0,0,0,0,0
ASV014351,0,0,0,0,0,0
ASV014352,0,0,0,0,0,0
ASV014353,0,0,0,0,0,0
ASV014354,0,0,0,0,0,0
ASV014355,0,0,0,0,0,0
ASV014356,0,0,0,2,0,0
ASV014357,0,0,0,0,0,0
ASV014358,1,1,0,1,0,0
ASV014359,0,0,0,0,0,0
ASV014360,1,1,0,1,0,0
ASV014361,0,0,2,0,0,0
ASV014362,0,0,0,0,0,0
ASV014363,0,0,0,0,0,0
ASV014364,1,0,0,2,0,0
ASV014365,0,0,0,0,0,0
ASV014366,0,0,0,0,0,0
ASV014367,0,0,0,0,0,0
ASV014368,0,0,0,0,0,0
ASV014369,2,2,0,1,0,0
ASV014370,0,0,0,0,0,0
ASV014371,0,0,0,0,0,0
ASV014372,0,0,0,0,0,0
ASV014373,0,1,0,1,0,0
ASV014374,0,0,0,0,0,0
ASV014375,0,0,0,0,0,0
ASV014376,0,0,0,0,0,0
ASV014377,2,1,0,1,0,0
ASV014378,0,0,0,1,0,1
ASV014379,0,0,0,0,0,0
ASV014380,0,0,0,0,0,0
ASV014381,0,0,0,0,0,0
ASV014382,0,0,0,0,0,0
ASV014383,0,0,0,0,0,0
ASV014384,0,1,0,1,0,1
ASV014385,0,0,0,0,0,0
ASV014386,0,0,0,0,0,0
ASV014387,2,2,0,1,0,0
ASV014388,0,0,0,0,0,0
ASV014389,0,0,0,0,0,0
ASV014390,0,0,0,0,0,0
ASV014391,0,0,0,0,0,0
ASV014392,0,0,0,0,0,0
ASV014393,0,1,0,0,0,0
ASV014394,0,0,0,0,0,0
ASV014395,0,0,0,0,0,0
ASV014396,3,3,0,1,0,0
ASV014397,0,0,0,0,0,0
ASV014398,0,0,0,0,0,0
ASV014399,0,0,0,0,0,0
ASV014400,0,0,0,0,0,0
ASV014401,0,0,0,0,0,0
ASV014402,0,0,0,0,0,0
ASV014403,0,0,0,0,0,0
ASV014404,0,0,0,0,0,0
ASV014405,2,2,0,1,0,0
ASV014406,2,2,0,1,0,0
ASV014407,0,0,0,0,0,0
ASV014408,3,3,0,1,0,0
ASV014409,0,0,0,0,0,0
ASV014410,0,0,0,0,0,0
ASV014411,2,2,0,1,0,0
ASV014412,0,0,0,0,0,0
ASV014413,1,1,0,1,0,0
ASV014414,1,1,0,0,0,0
ASV014415,0,0,0,1,0,0
ASV014416,0,0,0,0,0,0
ASV014417,0,0,0,0,0,0
ASV014418,0,0,0,0,0,0
ASV014419,0,0,0,0,0,0
ASV014420,0,0,0,0,0,0
ASV014421,0,0,0,0,0,0
ASV014422,0,0,0,1,0,0
ASV014423,0,0,0,0,0,0
ASV014424,0,0,0,0,0,0
ASV014425,1,0,0,1,0,1
ASV014426,0,0,0,0,0,0
ASV014427,0,0,0,0,0,0
ASV014428,0,0,0,0,0,0
ASV014429,0,0,0,0,0,0
ASV014430,0,0,0,0,0,0
ASV014431,0,0,0,0,0,0
ASV014432,2,2,0,0,0,0
ASV014433,0,0,0,0,0,0
ASV014434,0,0,0,0,0,0
ASV014435,0,0,0,0,0,0
ASV014436,0,0,0,0,0,0
ASV014437,0,0,0,0,0,0
ASV014438,2,1,0,1,0,0
ASV014439,0,0,0,0,0,0
ASV014440,1,1,0,0,0,0
ASV014441,0,0,0,0,0,0
ASV014442,2,1,0,1,0,0
ASV014443,2,2,0,1,0,0
ASV014444,0,0,0,0,0,0
ASV014445,0,0,0,0,0,0
ASV014446,0,0,0,0,0,0
ASV014447,0,0,0,0,0,0
ASV014448,1,1,0,0,0,0
ASV014449,0,0,0,0,0,0
ASV014450,0,0,0,0,0,0
ASV014451,0,0,0,0,0,0
ASV014452,0,0,0,1,0,0
ASV014453,0,0,0,2,0,0
ASV014454,0,0,0,0,0,0
ASV014455,0,0,0,0,0,0
ASV014456,0,0,0,0,0,0
ASV014457,1,1,0,1,0,0
ASV014458,0,0,0,0,0,0
ASV014459,2,2,0,1,0,0
ASV014460,0,0,0,0,0,0
ASV014461,0,0,0,0,0,0
ASV014462,0,0,0,0,0,0
ASV014463,0,0,0,0,0,0
ASV014464,0,0,0,0,0,0
ASV014465,0,0,0,0,0,0
ASV014466,0,0,0,1,0,0
ASV014467,0,0,0,0,0,0
ASV014468,1,1,0,1,0,0
ASV014469,0,0,0,0,0,0
ASV014470,2,2,0,2,0,0
ASV014471,2,2,0,1,0,0
ASV014472,4,3,0,4,0,1
ASV014473,0,0,0,0,0,0
ASV014474,0,0,0,0,0,0
ASV014475,0,0,0,0,0,0
ASV014476,0,0,0,0,0,0
ASV014477,0,0,0,0,0,0
ASV014478,0,0,0,1,0,0
ASV014479,3,3,0,1,0,0
ASV014480,2,2,0,1,0,0
ASV014481,2,2,0,1,0,0
ASV014482,2,2,0,1,0,0
ASV014483,0,0,0,0,0,0
ASV014484,0,0,0,0,0,0
ASV014485,0,0,0,0,0,0
ASV014486,0,0,0,0,0,0
ASV014487,0,0,0,0,0,0
ASV014488,0,0,0,0,0,0
ASV014489,0,0,0,0,0,0
ASV014490,0,0,0,0,0,0
ASV014491,0,0,0,0,0,0
ASV014492,0,0,0,1,0,0
ASV014493,2,1,0,1,0,1
ASV014494,0,0,0,0,0,0
ASV014495,0,0,0,0,0,0
ASV014496,0,0,0,0,0,0
ASV014497,0,0,0,0,0,0
ASV014498,1,0,0,1,0,0
ASV014499,0,0,0,0,0,0
ASV014500,0,0,0,0,0,0
ASV014501,0,0,0,0,0,0
ASV014502,2,1,0,1,0,0
ASV014503,0,0,0,0,0,0
ASV014504,0,0,0,1,0,0
ASV014505,3,3,0,2,0,0
ASV014506,0,0,0,0,0,0
ASV014507,0,0,0,0,0,0
ASV014508,3,3,0,1,0,0
ASV014509,0,0,0,0,0,0
ASV014510,0,0,0,0,0,0
ASV014511,0,0,0,0,0,0
ASV014512,0,0,0,0,0,0
ASV014513,0,0,0,0,0,0
ASV014514,0,0,0,0,0,0
ASV014515,0,0,0,0,0,0
ASV014516,0,0,0,0,0,0
ASV014517,0,0,0,0,0,0
ASV014518,0,0,0,2,0,0
ASV014519,0,0,0,0,0,0
ASV014520,0,0,0,0,0,0
ASV014521,0,0,0,0,0,0
ASV014522,2,2,0,1,0,0
ASV014523,3,3,0,1,0,1
ASV014524,0,0,0,0,0,0
ASV014525,0,0,0,0,0,0
ASV014526,0,0,0,0,0,0
ASV014527,0,0,0,0,0,0
ASV014528,0,0,0,0,0,0
ASV014529,3,3,0,1,0,0
ASV014530,0,0,0,0,0,0
ASV014531,0,0,0,0,0,0
ASV014532,3,3,0,1,0,0
ASV014533,0,0,0,0,0,0
ASV014534,0,0,0,0,0,0
ASV014535,0,0,0,0,0,0
ASV014536,0,0,0,0,0,0
ASV014537,4,3,0,4,0,1
ASV014538,1,1,0,1,0,0
ASV014539,0,0,0,0,0,0
ASV014540,0,0,0,0,0,0
ASV014541,0,0,0,0,0,0
ASV014542,0,0,0,0,0,0
