ASV001796,ASV1796: $Gammaproteobacteria$
ASV001800,ASV1800: $Thalassospira$
ASV001803,ASV1803: $Sphingomonas$
ASV001804,ASV1804: $Halomonadaceae$
ASV001805,ASV1805: $Marinobacterium$
ASV001811,ASV1811: $Rhodobacteraceae$
ASV001813,ASV1813: $Marinobacterium$
ASV001817,ASV1817: $Oricola$
ASV001822,ASV1822: $Rhodobacteraceae$
ASV001826,ASV1826: $Empedobacter$ $falsenii$
ASV001828,ASV1828: $Roseivirga$
ASV001829,ASV1829: $Pelagibacterium$
ASV001833,ASV1833: $Thalassospira$
ASV001835,ASV1835: $EF100-94H03$
ASV001836,ASV1836: $Rhodobacteraceae$
ASV001842,ASV1842: $Roseivivax$
ASV001843,ASV1843: $Rhodobacteraceae$
ASV001844,ASV1844: $Thalassospira$
ASV001849,ASV1849: $Sphingomonas$
ASV001850,ASV1850: $Thiobacimonas$
ASV001851,ASV1851: $Stappiaceae$
ASV001852,ASV1852: $Thalassospira$
ASV001853,ASV1853: $Azomonas$
ASV001854,ASV1854: $Azomonas$
ASV001855,ASV1855: $Rhodobacteraceae$
ASV001856,ASV1856: $Thalassospira$
ASV001868,ASV1868: $Halomonadaceae$
ASV001871,ASV1871: $Modicisalibacter$
ASV001875,ASV1875: $Loktanella$ $rosea$
ASV001878,ASV1878: $Flavivirga$
ASV001879,ASV1879: $Rhodobacteraceae$
ASV001880,ASV1880: $Kinneretia$
ASV001886,ASV1886: $Rhodobacteraceae$
ASV001887,ASV1887: $Thalassospira$
ASV001888,ASV1888: $Oricola$
ASV001890,ASV1890: $Rhizobiaceae$
ASV001892,ASV1892: $Pseudonocardiaceae$
ASV001893,ASV1893: $Oricola$
ASV001894,ASV1894: $Sedimentitalea$
ASV001895,ASV1895: $Rubinisphaeraceae$
ASV001907,ASV1907: $Litorisediminicola$
ASV001908,ASV1908: $Roseovarius$
ASV001911,ASV1911: $Mycobacterium$
ASV001915,ASV1915: $Alphaproteobacteria$
ASV001916,ASV1916: $Antarctobacter$
ASV001917,ASV1917: $Thalassospira$
ASV001918,ASV1918: $Xanthobacteraceae$
ASV001920,ASV1920: $Thalassospira$
ASV001921,ASV1921: $Burkholderiaceae$
ASV001923,ASV1923: $Isosphaeraceae$
ASV001925,ASV1925: $Thalassospira$
ASV001927,ASV1927: $Halomonadaceae$
ASV001929,ASV1929: $Thiobacimonas$
ASV001936,ASV1936: $Thiobacimonas$
ASV001940,ASV1940: $Halomonadaceae$
ASV001943,ASV1943: $Maliponia$
ASV001959,ASV1959: $Alcanivorax$
ASV001961,ASV1961: $Pelagibacterium$
ASV001965,ASV1965: $Bergeyella$
ASV001971,ASV1971: $Loktanella$
ASV001975,ASV1975: $Rhodobacteraceae$
ASV001978,ASV1978: $Rhodobacteraceae$
ASV001979,ASV1979: $Rhodobacteraceae$
ASV001988,ASV1988: $Hoeflea$
ASV001989,ASV1989: $Hyphomicrobium$
ASV001990,ASV1990: $DSSD61$
ASV001992,ASV1992: $Bacteria$
ASV001997,ASV1997: $Roseobacter$
ASV001999,ASV1999: $Rhizobiales$
ASV002000,ASV2000: $Thalassospira$
ASV002005,ASV2005: $Blastopirellula$
ASV002006,ASV2006: $Pseudoalteromonadaceae$
ASV002016,ASV2016: $Rhodobacteraceae$
ASV002017,ASV2017: $Halomonadaceae$
ASV002019,ASV2019: $Winogradskyella$
ASV002023,ASV2023: $Gimesiaceae$
ASV002024,ASV2024: $Halomonadaceae$
ASV002027,ASV2027: $Pseudahrensia$
ASV002028,ASV2028: $Boseongicola$
ASV002033,ASV2033: $Thioclava$
ASV002034,ASV2034: $Nautella$
ASV002036,ASV2036: $Rhodobacteraceae$
ASV002039,ASV2039: $Pseudobowmanella$
ASV002043,ASV2043: $Halomonas$
ASV002046,ASV2046: $Cucumibacter$
ASV002050,ASV2050: $Rhodobacteraceae$
ASV002052,ASV2052: $Henriciella$
ASV002058,ASV2058: $Thalassospira$
ASV002062,ASV2062: $Alphaproteobacteria$
ASV002065,ASV2065: $Tistlia$
ASV002067,ASV2067: $Alphaproteobacteria$
ASV002068,ASV2068: $Alphaproteobacteria$
ASV002069,ASV2069: $Rhodobacteraceae$
ASV002081,ASV2081: $Boseongicola$ $aestuarii$
ASV002083,ASV2083: $Thalassospira$
ASV002086,ASV2086: $Portibacter$
ASV002089,ASV2089: $Marinobacter$
ASV002091,ASV2091: $Alphaproteobacteria$
ASV002094,ASV2094: $Thermopetrobacter$
ASV002096,ASV2096: $Desulforhopalus$
ASV002100,ASV2100: $Desulforhopalus$
ASV002109,ASV2109: $Alcanivorax$
ASV002110,ASV2110: $Thalassospira$
ASV002114,ASV2114: $Rhodobacteraceae$
ASV002115,ASV2115: $Litoreibacter$
ASV002123,ASV2123: $Marinobacterium$
ASV002127,ASV2127: $Sediminispirochaeta$
ASV002133,ASV2133: $Marinobacterium$
ASV002139,ASV2139: $Neptunomonas$
ASV002140,ASV2140: $Rhizobiaceae$
ASV002141,ASV2141: $Catenococcus$
ASV002144,ASV2144: $Oricola$
ASV002145,ASV2145: $Catenococcus$
ASV002146,ASV2146: $Rhizobiaceae$
ASV002149,ASV2149: $Phaeobacter$
ASV002153,ASV2153: $Breoghania$
ASV002154,ASV2154: $Stappiaceae$
ASV002155,ASV2155: $Catenococcus$
ASV002157,ASV2157: $Gimesia$
ASV002165,ASV2165: $Alphaproteobacteria$
ASV002166,ASV2166: $Marinobacterium$
ASV002169,ASV2169: $Thalassospira$
ASV002173,ASV2173: $Marinobacter$
ASV002175,ASV2175: $Catenococcus$
ASV002176,ASV2176: $Catenococcus$
ASV002178,ASV2178: $Paracoccus$
ASV002185,ASV2185: $Celeribacter$
ASV002187,ASV2187: $Roseivirga$
ASV002189,ASV2189: $Roseicitreum$
ASV002190,ASV2190: $Polymorphum$
ASV002193,ASV2193: $Thalassospira$
ASV002199,ASV2199: $Colwelliaceae$
ASV002200,ASV2200: $Pelagibacterium$
ASV002202,ASV2202: $Pirellulaceae$
ASV002207,ASV2207: $Catenococcus$
ASV002208,ASV2208: $Desulfobacterium$ $niacini$
ASV002211,ASV2211: $Pelagibacterium$
ASV002213,ASV2213: $Rhodobacteraceae$
ASV002218,ASV2218: $Rhodobacteraceae$
ASV002219,ASV2219: $Rubinisphaeraceae$
ASV002223,ASV2223: $Gemmataceae$
ASV002227,ASV2227: $Rubellimicrobium$
ASV002230,ASV2230: $Alcanivorax$
ASV002242,ASV2242: $Rhodobacteraceae$
ASV002253,ASV2253: $Nitratireductor$ $shengliensis$
ASV002254,ASV2254: $Thalassospira$
ASV002260,ASV2260: $Roseitalea$
ASV002265,ASV2265: $Stappia$
ASV002266,ASV2266: $Thalassospira$
ASV002267,ASV2267: $Marinobacterium$
ASV002278,ASV2278: $Vibrionimonas$
ASV002283,ASV2283: $Thalassobaculum$
ASV002287,ASV2287: $Thalassobaculum$
ASV002289,ASV2289: $Heliimonas$
ASV002290,ASV2290: $Nitratireductor$
ASV002297,ASV2297: $Pseudohoeflea$
ASV002298,ASV2298: $Alphaproteobacteria$
ASV002299,ASV2299: $Rhizobiales$
ASV002300,ASV2300: $Alphaproteobacteria$
ASV002302,ASV2302: $Alphaproteobacteria$
ASV002304,ASV2304: $Alphaproteobacteria$
ASV002305,ASV2305: $Cucumibacter$
ASV002306,ASV2306: $Rhodobacteraceae$
ASV002310,ASV2310: $Kinneretia$
ASV002316,ASV2316: $Pseudoalteromonas$
ASV002317,ASV2317: $Stappia$
ASV002318,ASV2318: $Pseudonocardiaceae$
ASV002319,ASV2319: $Azomonas$
ASV002320,ASV2320: $Thalassobaculum$
ASV002325,ASV2325: $Stappiaceae$
ASV002326,ASV2326: $Carboxylicivirga$
ASV002327,ASV2327: $Thioclava$
ASV002328,ASV2328: $Vibrionaceae$
ASV002330,ASV2330: $Sagittula$
ASV002331,ASV2331: $Thalassobaculum$
ASV002334,ASV2334: $Sediminibacterium$
ASV002336,ASV2336: $Campylobacterales$
ASV002342,ASV2342: $Rubripirellula$
ASV002346,ASV2346: $Desulfobacter$
ASV002347,ASV2347: $Desulforhopalus$
ASV002351,ASV2351: $Marinobacterium$
ASV002355,ASV2355: $Burkholderiaceae$
ASV002365,ASV2365: $Aliidongia$
ASV002366,ASV2366: $Marinobacterium$
ASV002370,ASV2370: $Anderseniella$
ASV002371,ASV2371: $Pelagibacterium$
ASV002373,ASV2373: $Winogradskyella$
ASV002374,ASV2374: $Modicisalibacter$
ASV002376,ASV2376: $Rhodobacteraceae$
ASV002378,ASV2378: $Nitrincolaceae$
ASV002379,ASV2379: $Rhizobiaceae$
ASV002380,ASV2380: $Halomonadaceae$
ASV002383,ASV2383: $Desulfobacter$
ASV002387,ASV2387: $Oceanibulbus$
ASV002388,ASV2388: $Roseobacter$
ASV002390,ASV2390: $Burkholderiaceae$
ASV002391,ASV2391: $Litorisediminicola$
ASV002397,ASV2397: $Carboxylicivirga$
ASV002399,ASV2399: $Marinobacter$
ASV002400,ASV2400: $Rhodopirellula$
ASV002401,ASV2401: $Rhodobacteraceae$
ASV002407,ASV2407: $Rhodobacteraceae$
ASV002409,ASV2409: $Stappia$
ASV002411,ASV2411: $Rhodobacteraceae$
ASV002414,ASV2414: $Thalassospira$
ASV002417,ASV2417: $Oricola$
ASV002418,ASV2418: $Rhizobiaceae$
ASV002425,ASV2425: $Thalassospira$
ASV002426,ASV2426: $Rhodobacteraceae$
ASV002429,ASV2429: $Tenacibaculum$ $lutimaris$
ASV002432,ASV2432: $Rhizobiales$
ASV002433,ASV2433: $Pseudonocardiaceae$
ASV002435,ASV2435: $Catenococcus$
ASV002436,ASV2436: $Xanthobacteraceae$
ASV002437,ASV2437: $Thiobacimonas$
ASV002440,ASV2440: $Alphaproteobacteria$
ASV002442,ASV2442: $Azomonas$
ASV002444,ASV2444: $Rhodobacteraceae$
ASV002455,ASV2455: $Sulfitobacter$
ASV002456,ASV2456: $Thalassospira$
ASV002458,ASV2458: $Thiobacimonas$
ASV002466,ASV2466: $Yangia$
ASV002467,ASV2467: $Catenococcus$
ASV002468,ASV2468: $Rhodobacteraceae$
ASV002469,ASV2469: $Aidingimonas$
ASV002470,ASV2470: $Rhodobacteraceae$
ASV002472,ASV2472: $Rubripirellula$
ASV002479,ASV2479: $Desulfobulbaceae$
ASV002483,ASV2483: $Stappiaceae$
ASV002487,ASV2487: $Rhodobacteraceae$
ASV002489,ASV2489: $Halomonas$
ASV002490,ASV2490: $Rhodobacteraceae$
ASV002492,ASV2492: $Rhodobacteraceae$
ASV002499,ASV2499: $Thiobacimonas$
ASV002500,ASV2500: $Marinobacterium$
ASV002507,ASV2507: $Sulfitobacter$
ASV002508,ASV2508: $Catenococcus$
ASV002515,ASV2515: $Clostridiales$
ASV002518,ASV2518: $Thiobacimonas$
ASV002520,ASV2520: $Sediminibacterium$
ASV002521,ASV2521: $Rhodobacteraceae$
ASV002522,ASV2522: $Aidingimonas$
ASV002524,ASV2524: $Cohaesibacter$
ASV002526,ASV2526: $Burkholderiaceae$
ASV002527,ASV2527: $Rhizobiaceae$
ASV002533,ASV2533: $Stappiaceae$
ASV002539,ASV2539: $Thiobacimonas$
ASV002541,ASV2541: $Thalassospira$
ASV002542,ASV2542: $Thiobacimonas$
ASV002544,ASV2544: $Blastopirellula$
ASV002547,ASV2547: $Sediminibacterium$
ASV002550,ASV2550: $Corynebacterium_1$
ASV002551,ASV2551: $Alphaproteobacteria$
ASV002557,ASV2557: $Kiloniellaceae$
ASV002560,ASV2560: $Alphaproteobacteria$
ASV002563,ASV2563: $Roseivirga$
ASV002568,ASV2568: $Thalassobaculum$
ASV002577,ASV2577: $Catenococcus$
ASV002581,ASV2581: $Alphaproteobacteria$
ASV002582,ASV2582: $Burkholderiaceae$
ASV002585,ASV2585: $Kinneretia$
ASV002587,ASV2587: $Nevskia$
ASV002588,ASV2588: $Xanthobacteraceae$
ASV002589,ASV2589: $Rhodobacteraceae$
ASV002591,ASV2591: $Thiobacimonas$
ASV002592,ASV2592: $Maritimibacter$
ASV002593,ASV2593: $Rhizobiaceae$
ASV002594,ASV2594: $Azomonas$
ASV002597,ASV2597: $Sediminispirochaeta$
ASV002598,ASV2598: $Blastopirellula$
ASV002601,ASV2601: $Roseivirga$
ASV002605,ASV2605: $Aliisedimentitalea$
ASV002606,ASV2606: $Fimbriimonas$
ASV002610,ASV2610: $Rubripirellula$
ASV002615,ASV2615: $Alcanivorax$
ASV002616,ASV2616: $Rhizobiaceae$
ASV002621,ASV2621: $Stappia$
ASV002623,ASV2623: $Rhodobacteraceae$
ASV002631,ASV2631: $Rhodobacteraceae$
ASV002636,ASV2636: $Alcanivorax$
ASV002640,ASV2640: $Thalassospira$
ASV002641,ASV2641: $Gammaproteobacteria$
ASV002645,ASV2645: $Martelella$
ASV002650,ASV2650: $Halomonadaceae$
ASV002651,ASV2651: $Catenococcus$
ASV002653,ASV2653: $Halomonas$
ASV002656,ASV2656: $Catenococcus$
ASV002659,ASV2659: $Blastopirellula$
ASV002663,ASV2663: $Rhodopirellula$
ASV002664,ASV2664: $Gammaproteobacteria$
ASV002665,ASV2665: $Marinobacterium$
ASV002666,ASV2666: $Vibrionaceae$
ASV002668,ASV2668: $Desulfobacter$
ASV002678,ASV2678: $Catenococcus$
ASV002679,ASV2679: $Firmicutes$
ASV002681,ASV2681: $Thalassospira$
ASV002682,ASV2682: $Fimbriimonadaceae$
ASV002683,ASV2683: $Alcanivorax$
ASV002684,ASV2684: $Oricola$
ASV002687,ASV2687: $Rhodobacteraceae$
ASV002689,ASV2689: $Alphaproteobacteria$
ASV002690,ASV2690: $Rhizobiaceae$
ASV002691,ASV2691: $Alphaproteobacteria$
ASV002694,ASV2694: $Aidingimonas$
ASV002698,ASV2698: $Halomonas$
ASV002701,ASV2701: $Rhodobacteraceae$
ASV002714,ASV2714: $Thalassospira$
ASV002719,ASV2719: $Halomonadaceae$
ASV002720,ASV2720: $Burkholderiaceae$
ASV002722,ASV2722: $Alphaproteobacteria$
ASV002727,ASV2727: $Robiginitomaculum$
ASV002728,ASV2728: $Alphaproteobacteria$
ASV002732,ASV2732: $Lutibaculum$
ASV002735,ASV2735: $Alphaproteobacteria$
ASV002737,ASV2737: $Pseudonocardiaceae$
ASV002739,ASV2739: $Desulfobulbaceae$
ASV002742,ASV2742: $Catenococcus$
ASV002749,ASV2749: $Oricola$
ASV002754,ASV2754: $Alphaproteobacteria$
ASV002759,ASV2759: $Maritimibacter$
ASV002761,ASV2761: $Thiobacimonas$
ASV002768,ASV2768: $Hyphomonadaceae$
ASV002770,ASV2770: $Antarctobacter$
ASV002797,ASV2797: $Dechloromonas$
ASV002805,ASV2805: $Neptunomonas$
ASV002807,ASV2807: $Halomonadaceae$
ASV002810,ASV2810: $Rhodobacteraceae$
ASV002819,ASV2819: $Sunxiuqinia$
ASV002821,ASV2821: $Oceanospirillales$
ASV002822,ASV2822: $Hyphomonas$
ASV002823,ASV2823: $Oricola$
ASV002824,ASV2824: $Rhodobacteraceae$
ASV002825,ASV2825: $Marinobacterium$
ASV002828,ASV2828: $Hyphomonas$
ASV002830,ASV2830: $Rhizobiaceae$
ASV002831,ASV2831: $Rhodobacteraceae$
ASV002835,ASV2835: $Marinobacterium$
ASV002836,ASV2836: $Fibrella$
ASV002846,ASV2846: $Catenococcus$
ASV002847,ASV2847: $Oricola$
ASV002849,ASV2849: $Alphaproteobacteria$
ASV002850,ASV2850: $Rhodobacteraceae$
ASV002858,ASV2858: $Gimesiaceae$
ASV002861,ASV2861: $Alphaproteobacteria$
ASV002862,ASV2862: $Alphaproteobacteria$
ASV002868,ASV2868: $Rhodobacteraceae$
ASV002873,ASV2873: $Hyphomonas$
ASV002874,ASV2874: $Gammaproteobacteria$
ASV002875,ASV2875: $Chryseobacterium$
ASV002877,ASV2877: $Rhizobiales$
ASV002880,ASV2880: $Brucella$
ASV002881,ASV2881: $Kinneretia$
ASV002883,ASV2883: $Donghicola$ $eburneus$
ASV002886,ASV2886: $Azomonas$
ASV002887,ASV2887: $Azomonas$
ASV002888,ASV2888: $Alphaproteobacteria$
ASV002893,ASV2893: $Azomonas$
ASV002894,ASV2894: $Vibrionaceae$
ASV002898,ASV2898: $Catenococcus$
ASV002899,ASV2899: $Rhodobacteraceae$
ASV002901,ASV2901: $Blastopirellula$
ASV002903,ASV2903: $Marinobacterium$
ASV002904,ASV2904: $Thalassospira$
ASV002905,ASV2905: $Rhodobacteraceae$
ASV002906,ASV2906: $Thioclava$
ASV002908,ASV2908: $Thalassospira$
ASV002910,ASV2910: $Thalassospira$
ASV002911,ASV2911: $Tepidamorphus$
ASV002913,ASV2913: $Kinneretia$
ASV002917,ASV2917: $Catenococcus$
ASV002918,ASV2918: $Alphaproteobacteria$
ASV002922,ASV2922: $Catenococcus$
ASV002930,ASV2930: $Desulfobacter$
ASV002931,ASV2931: $Cucumibacter$
ASV002933,ASV2933: $Hoeflea$
ASV002937,ASV2937: $Rhodobacteraceae$
ASV002940,ASV2940: $Halomonas$
ASV002941,ASV2941: $67-14$
ASV002943,ASV2943: $Rhodobacteraceae$
ASV002949,ASV2949: $Thalassospira$
ASV002955,ASV2955: $Alcanivorax$
ASV002956,ASV2956: $Alcanivorax$
ASV002963,ASV2963: $Rhodobacteraceae$
ASV002967,ASV2967: $Aquibacter$
ASV002973,ASV2973: $Marinobacterium$
ASV002974,ASV2974: $Thiobacimonas$
ASV002979,ASV2979: $Ponticoccus$
ASV002984,ASV2984: $Marinobacterium$
ASV002992,ASV2992: $Rhodobacteraceae$
ASV002993,ASV2993: $Celeribacter$
ASV002994,ASV2994: $Catenococcus$
ASV002995,ASV2995: $Rubinisphaeraceae$
ASV002998,ASV2998: $Gammaproteobacteria$
ASV003000,ASV3000: $Blastopirellula$
ASV003002,ASV3002: $Thalassospira$
ASV003007,ASV3007: $Stappiaceae$
ASV003010,ASV3010: $Blastopirellula$
ASV003014,ASV3014: $Maritimibacter$
ASV003017,ASV3017: $Thalassospira$
ASV003018,ASV3018: $Martelella$
ASV003019,ASV3019: $Thalassospira$
ASV003033,ASV3033: $Alphaproteobacteria$
ASV003034,ASV3034: $Roseivirga$
ASV003035,ASV3035: $Rhodobacteraceae$
ASV003036,ASV3036: $Rhodobacteraceae$
ASV003037,ASV3037: $Azospirillaceae$
ASV003040,ASV3040: $Planctomicrobium$
ASV003045,ASV3045: $Marinobacterium$
ASV003046,ASV3046: $Rhodobacteraceae$
ASV003047,ASV3047: $Rhizobiaceae$
ASV003051,ASV3051: $Rhizobiaceae$
ASV003052,ASV3052: $Thalassospira$
ASV003055,ASV3055: $Rhodobacteraceae$
ASV003060,ASV3060: $Lutibaculum$
ASV003062,ASV3062: $Thalassospira$
ASV003063,ASV3063: $Thalassospira$
ASV003064,ASV3064: $Hymenobacter$
ASV003069,ASV3069: $Thalassobaculales$
ASV003070,ASV3070: $Hellea$
ASV003071,ASV3071: $Azomonas$
ASV003072,ASV3072: $Alphaproteobacteria$
ASV003074,ASV3074: $Roseivirga$
ASV003078,ASV3078: $Catenococcus$
ASV003080,ASV3080: $Martelella$
ASV003082,ASV3082: $Alphaproteobacteria$
ASV003085,ASV3085: $Rhodobacteraceae$
ASV003093,ASV3093: $Modicisalibacter$
ASV003094,ASV3094: $Thalassospira$
ASV003096,ASV3096: $Marinobacterium$
ASV003101,ASV3101: $Glutamicibacter$
ASV003104,ASV3104: $Thalassospira$
ASV003109,ASV3109: $Thalassospira$
ASV003112,ASV3112: $Roseovarius$
ASV003115,ASV3115: $Ahrensia$
ASV003117,ASV3117: $Rhodobacteraceae$
ASV003118,ASV3118: $Nitratireductor$
ASV003120,ASV3120: $Thalassospira$
ASV003121,ASV3121: $Yangia$
ASV003126,ASV3126: $Gaiellales$
ASV003127,ASV3127: $Roseivirga$
ASV003131,ASV3131: $Nevskia$
ASV003132,ASV3132: $Rhodobacteraceae$
ASV003138,ASV3138: $Rhodobacteraceae$
ASV003140,ASV3140: $Rhodobacteraceae$
ASV003143,ASV3143: $Halomonadaceae$
ASV003151,ASV3151: $Aliisedimentitalea$
ASV003157,ASV3157: $Ferruginibacter$
ASV003158,ASV3158: $Thalassospira$
ASV003165,ASV3165: $Niveispirillum$ $irakense$
ASV003167,ASV3167: $Rhodobacteraceae$
ASV003171,ASV3171: $Conexibacter$
ASV003172,ASV3172: $Halomonadaceae$
ASV003173,ASV3173: $Halomonadaceae$
ASV003179,ASV3179: $Sedimentitalea$
ASV003180,ASV3180: $Blastopirellula$
ASV003183,ASV3183: $Aquimarina$
ASV003185,ASV3185: $Vadicella$
ASV003192,ASV3192: $Halomonadaceae$
ASV003193,ASV3193: $Catenococcus$
ASV003194,ASV3194: $Aquimarina$
ASV003195,ASV3195: $Alphaproteobacteria$
ASV003197,ASV3197: $Thiobacimonas$
ASV003205,ASV3205: $Catenococcus$
ASV003209,ASV3209: $Thalassospira$
ASV003211,ASV3211: $Halomonas$
ASV003215,ASV3215: $Catenococcus$
ASV003218,ASV3218: $Kinneretia$
ASV003220,ASV3220: $Alphaproteobacteria$
ASV003222,ASV3222: $Roseivirga$
ASV003223,ASV3223: $Palleronia$
ASV003227,ASV3227: $Thalassospira$
ASV003237,ASV3237: $Marinobacterium$
ASV003240,ASV3240: $Pseudoruegeria$
ASV003241,ASV3241: $Amorphus$
ASV003249,ASV3249: $Cucumibacter$
ASV003251,ASV3251: $Rubinisphaeraceae$
ASV003253,ASV3253: $Alphaproteobacteria$
ASV003254,ASV3254: $Thalassospira$
ASV003255,ASV3255: $Amorphus$
ASV003256,ASV3256: $Proteobacteria$
ASV003258,ASV3258: $Tistlia$
ASV003259,ASV3259: $Thalassobaculum$
ASV003260,ASV3260: $Rhodobacteraceae$
ASV003261,ASV3261: $Microbacterium$ $lacus$
ASV003263,ASV3263: $Rubinisphaeraceae$
ASV003264,ASV3264: $Thalassospira$
ASV003267,ASV3267: $Thalassospira$
ASV003272,ASV3272: $Halomonas$
ASV003276,ASV3276: $Martelella$
ASV003277,ASV3277: $Aliiroseovarius$
ASV003278,ASV3278: $Burkholderiaceae$
ASV003280,ASV3280: $Planctomycetales$
ASV003282,ASV3282: $Thalassospira$
ASV003284,ASV3284: $Rhizobiales$
ASV003287,ASV3287: $Maritalea$
ASV003296,ASV3296: $Amorphus$
ASV003298,ASV3298: $Amorphus$
ASV003299,ASV3299: $Gammaproteobacteria$
ASV003303,ASV3303: $Catenococcus$
ASV003305,ASV3305: $Catenococcus$
ASV003309,ASV3309: $Thalassospira$
ASV003310,ASV3310: $Roseicitreum$
ASV003312,ASV3312: $Catenococcus$
ASV003313,ASV3313: $Rhodobacteraceae$
ASV003314,ASV3314: $Thalassospira$
ASV003316,ASV3316: $Alphaproteobacteria$
ASV003318,ASV3318: $Alphaproteobacteria$
ASV003322,ASV3322: $Alphaproteobacteria$
ASV003324,ASV3324: $Martelella$
ASV003327,ASV3327: $Thalassobaculum$
ASV003328,ASV3328: $Litorisediminivivens$
ASV003331,ASV3331: $Rhodobacteraceae$
ASV003332,ASV3332: $Nitratireductor$
ASV003337,ASV3337: $Rhizobiaceae$
ASV003339,ASV3339: $Rhodobacteraceae$
ASV003344,ASV3344: $Oricola$
ASV003345,ASV3345: $Rhodobacteraceae$
ASV003360,ASV3360: $Primorskyibacter$
ASV003364,ASV3364: $Amylibacter$
ASV003371,ASV3371: $Roseobacter$
ASV003373,ASV3373: $Planctomicrobium$
ASV003378,ASV3378: $Acinetobacter$
ASV003379,ASV3379: $Rhizobiales$
ASV003385,ASV3385: $Paracoccus$
ASV003386,ASV3386: $Empedobacter$ $brevis$
ASV003392,ASV3392: $Phaeobacter$
ASV003393,ASV3393: $Aidingimonas$
ASV003394,ASV3394: $Marinobacterium$
ASV003395,ASV3395: $Thiobacimonas$
ASV003397,ASV3397: $Marinobacterium$
ASV003402,ASV3402: $Filomicrobium$
ASV003408,ASV3408: $Desulfoluna$
ASV003409,ASV3409: $Hyphomonas$
ASV003411,ASV3411: $Sphingorhabdus$ $flavimaris$
ASV003415,ASV3415: $Alcanivorax$
ASV003417,ASV3417: $Thalassospira$
ASV003419,ASV3419: $Oricola$
ASV003434,ASV3434: $Desulfoluna$
ASV003435,ASV3435: $Alphaproteobacteria$
ASV003452,ASV3452: $Rhodobacteraceae$
ASV003453,ASV3453: $Marinobacterium$
ASV003454,ASV3454: $Alcanivorax$
ASV003457,ASV3457: $Bacteria$
ASV003460,ASV3460: $Oricola$
ASV003462,ASV3462: $Alphaproteobacteria$
ASV003464,ASV3464: $Pseudahrensia$
ASV003465,ASV3465: $Thiobacimonas$
ASV003467,ASV3467: $Alphaproteobacteria$
ASV003473,ASV3473: $Rhodobacteraceae$
ASV003477,ASV3477: $Thalassobaculum$
ASV003478,ASV3478: $Thalassobaculum$
ASV003479,ASV3479: $Pseudonocardiaceae$
ASV003480,ASV3480: $Roseivirga$
ASV003481,ASV3481: $Catenococcus$
ASV003484,ASV3484: $Thalassospira$
ASV003485,ASV3485: $Rubellimicrobium$
ASV003489,ASV3489: $Thalassococcus$
ASV003490,ASV3490: $Acinetobacter$
ASV003492,ASV3492: $Amorphus$
ASV003496,ASV3496: $Thalassospira$
ASV003505,ASV3505: $Marinobacterium$
ASV003507,ASV3507: $Thalassospira$
ASV003509,ASV3509: $Planctomicrobium$
ASV003511,ASV3511: $Proteobacteria$
ASV003513,ASV3513: $Alphaproteobacteria$
ASV003514,ASV3514: $Sunxiuqinia$
ASV003520,ASV3520: $Ilumatobacter$
ASV003525,ASV3525: $Desulfobulbaceae$
ASV003526,ASV3526: $Reyranella$
ASV003527,ASV3527: $Fimbriimonadaceae$
ASV003532,ASV3532: $Blastopirellula$
ASV003534,ASV3534: $Catenococcus$
ASV003541,ASV3541: $Thiobacimonas$
ASV003542,ASV3542: $Thalassobaculum$
ASV003546,ASV3546: $Chitinophagaceae$
ASV003548,ASV3548: $Flavobacteriaceae$
ASV003552,ASV3552: $Rhodobacteraceae$
ASV003553,ASV3553: $Nitratireductor$
ASV003554,ASV3554: $Gammaproteobacteria$
ASV003557,ASV3557: $Stappiaceae$
ASV003561,ASV3561: $Modicisalibacter$
ASV003562,ASV3562: $Blastopirellula$
ASV003564,ASV3564: $Oceanobacterium$
ASV003569,ASV3569: $Halomonadaceae$
ASV003572,ASV3572: $Halomonadaceae$
ASV003573,ASV3573: $Boseongicola$
ASV003575,ASV3575: $Rhodobacteraceae$
ASV003576,ASV3576: $Rhodobacteraceae$
ASV003577,ASV3577: $Nisaea$
ASV003581,ASV3581: $Alcanivorax$
ASV003600,ASV3600: $Portibacter$
ASV003605,ASV3605: $Thalassospira$
ASV003609,ASV3609: $Thiobacimonas$
ASV003614,ASV3614: $Aidingimonas$
ASV003617,ASV3617: $Stappiaceae$
ASV003619,ASV3619: $Maritalea$
ASV003627,ASV3627: $Sphingomonas$
ASV003629,ASV3629: $Rubripirellula$
ASV003632,ASV3632: $Thalassospira$
ASV003633,ASV3633: $Rhodobacteraceae$
ASV003635,ASV3635: $Halomonadaceae$
ASV003644,ASV3644: $Halomonas$
ASV003645,ASV3645: $Aliidongia$
ASV003646,ASV3646: $Rhodobacteraceae$
ASV003652,ASV3652: $Marinobacterium$
ASV003657,ASV3657: $Rhodobacteraceae$
ASV003659,ASV3659: $Rhizobiaceae$
ASV003664,ASV3664: $Rhodobacteraceae$
ASV003666,ASV3666: $Thalassospira$
ASV003667,ASV3667: $Desulfobacter$
ASV003669,ASV3669: $Nitratireductor$
ASV003671,ASV3671: $Rhodobacteraceae$
ASV003674,ASV3674: $Rhodobacteraceae$
ASV003675,ASV3675: $Bythopirellula$
ASV003679,ASV3679: $Robiginitalea$
ASV003683,ASV3683: $Rhizobiaceae$
ASV003685,ASV3685: $Catenococcus$
ASV003686,ASV3686: $Kinneretia$
