Wavenumber (cm^-1),LC,LC,LC,LC,LC,LC,LC,LC,LC,PET,PET,PET,PET,PET,PET,PET,PET,PET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET
2458.179304,102.35,100.82,100.71,102.35,100.82,100.71,102.35,100.82,100.71,96.4,96.83,98.35,95.57,97.76,98.35,97.44,97.89,97.59,98.03,98.39,98.39,97.5,96.2,100.29,96.08,96.98,96.64
2456.315635,102.35,100.81,100.73,102.35,100.81,100.73,102.35,100.81,100.73,96.37,96.83,98.35,95.55,97.73,98.28,97.41,97.84,97.49,97.97,98.41,98.41,97.5,96.09,100.29,96.09,96.99,96.58
2454.451966,102.31,100.75,100.63,102.31,100.75,100.63,102.31,100.75,100.63,96.31,96.8,98.37,95.51,97.74,98.27,97.42,97.85,97.45,97.91,98.41,98.41,97.49,96.04,100.21,96.06,96.96,96.48
2452.588297,102.27,100.8,100.58,102.27,100.8,100.58,102.27,100.8,100.58,96.31,96.75,98.33,95.54,97.79,98.26,97.41,97.86,97.49,97.92,98.32,98.32,97.51,96.08,100.15,96.1,97.04,96.51
2450.724628,102.28,100.86,100.6,102.28,100.86,100.6,102.28,100.86,100.6,96.31,96.74,98.33,95.63,97.85,98.28,97.45,97.89,97.57,97.94,98.31,98.31,97.48,96.02,100.17,96.12,97.08,96.57
2448.860959,102.33,100.8,100.68,102.33,100.8,100.68,102.33,100.8,100.68,96.29,96.73,98.44,95.69,97.85,98.34,97.52,97.92,97.67,97.88,98.32,98.32,97.47,96,100.22,96.09,97.02,96.57
2446.99729,102.35,100.7,100.7,102.35,100.7,100.7,102.35,100.7,100.7,96.32,96.75,98.47,95.68,97.82,98.34,97.56,97.92,97.66,97.83,98.34,98.34,97.42,96.09,100.24,96.06,96.97,96.57
2445.133621,102.35,100.71,100.65,102.35,100.71,100.65,102.35,100.71,100.65,96.38,96.82,98.38,95.6,97.82,98.31,97.57,97.91,97.52,97.89,98.42,98.42,97.39,96.15,100.26,96.01,96.94,96.53
2443.269952,102.34,100.8,100.56,102.34,100.8,100.56,102.34,100.8,100.56,96.31,96.83,98.42,95.59,97.83,98.33,97.59,97.92,97.53,97.94,98.45,98.45,97.43,96.11,100.29,96.01,96.93,96.5
2441.406283,102.3,100.78,100.56,102.3,100.78,100.56,102.3,100.78,100.56,96.26,96.77,98.44,95.63,97.83,98.36,97.63,97.88,97.64,97.92,98.42,98.42,97.46,96.08,100.25,96.1,97,96.53
2439.542614,102.28,100.77,100.66,102.28,100.77,100.66,102.28,100.77,100.66,96.33,96.73,98.4,95.68,97.84,98.35,97.64,97.89,97.67,97.92,98.4,98.4,97.45,96.1,100.18,96.13,97.05,96.57
2437.678946,102.28,100.78,100.67,102.28,100.78,100.67,102.28,100.78,100.67,96.42,96.76,98.39,95.68,97.83,98.26,97.56,97.97,97.61,97.94,98.37,98.37,97.44,96.09,100.19,96.04,97,96.57
2435.815277,102.28,100.74,100.58,102.28,100.74,100.58,102.28,100.74,100.58,96.38,96.77,98.36,95.63,97.84,98.25,97.46,97.97,97.57,98,98.38,98.38,97.49,96.11,100.25,96.03,96.96,96.55
2433.951608,102.29,100.73,100.58,102.29,100.73,100.58,102.29,100.73,100.58,96.34,96.76,98.37,95.63,97.88,98.36,97.47,97.95,97.6,98.02,98.43,98.43,97.54,96.15,100.28,96.06,96.96,96.59
2432.087939,102.31,100.79,100.63,102.31,100.79,100.63,102.31,100.79,100.63,96.37,96.78,98.44,95.68,97.87,98.43,97.55,97.94,97.63,97.93,98.39,98.39,97.52,96.14,100.24,96.11,96.98,96.62
2430.22427,102.27,100.81,100.61,102.27,100.81,100.61,102.27,100.81,100.61,96.36,96.76,98.49,95.68,97.86,98.4,97.58,97.95,97.63,97.88,98.32,98.32,97.45,96.12,100.15,96.15,97,96.58
2428.360601,102.21,100.74,100.55,102.21,100.74,100.55,102.21,100.74,100.55,96.29,96.74,98.46,95.64,97.85,98.38,97.57,97.94,97.59,97.96,98.34,98.34,97.41,96.1,100.17,96.12,97.01,96.56
2426.496932,102.23,100.72,100.56,102.23,100.72,100.56,102.23,100.72,100.56,96.29,96.78,98.41,95.58,97.83,98.36,97.58,97.91,97.57,97.92,98.33,98.33,97.41,96.13,100.18,96.12,97.04,96.56
2424.633263,102.27,100.72,100.58,102.27,100.72,100.58,102.27,100.72,100.58,96.35,96.83,98.39,95.59,97.83,98.29,97.57,97.88,97.58,97.89,98.33,98.33,97.41,96.16,100.19,96.08,97.05,96.5
2422.769594,102.28,100.75,100.6,102.28,100.75,100.6,102.28,100.75,100.6,96.32,96.84,98.39,95.67,97.89,98.29,97.54,97.94,97.57,97.92,98.4,98.4,97.41,96.1,100.25,95.99,97.01,96.44
2420.905925,102.23,100.74,100.56,102.23,100.74,100.56,102.23,100.74,100.56,96.22,96.78,98.44,95.68,97.92,98.32,97.52,97.98,97.57,97.88,98.39,98.39,97.41,96.03,100.27,95.94,96.98,96.47
2419.042256,102.17,100.73,100.53,102.17,100.73,100.53,102.17,100.73,100.53,96.26,96.76,98.43,95.6,97.83,98.29,97.48,97.91,97.55,97.86,98.3,98.3,97.43,96.03,100.15,95.96,96.95,96.51
2417.178587,102.15,100.79,100.57,102.15,100.79,100.57,102.15,100.79,100.57,96.34,96.73,98.39,95.63,97.79,98.31,97.51,97.9,97.61,97.89,98.31,98.31,97.45,96.07,100.1,96.04,96.93,96.48
2415.314919,102.15,100.82,100.59,102.15,100.82,100.59,102.15,100.82,100.59,96.32,96.65,98.37,95.65,97.84,98.36,97.56,97.92,97.63,97.87,98.34,98.34,97.46,96.04,100.12,96.07,96.93,96.48
2413.45125,102.23,100.77,100.61,102.23,100.77,100.61,102.23,100.77,100.61,96.24,96.62,98.36,95.62,97.89,98.35,97.5,97.88,97.55,97.86,98.36,98.36,97.48,96.01,100.14,96.04,96.95,96.5
2411.587581,102.25,100.76,100.6,102.25,100.76,100.6,102.25,100.76,100.6,96.22,96.67,98.35,95.57,97.86,98.31,97.47,97.87,97.49,97.86,98.35,98.35,97.44,96.04,100.16,96.04,96.97,96.5
2409.723912,102.22,100.78,100.56,102.22,100.78,100.56,102.22,100.78,100.56,96.25,96.75,98.37,95.52,97.77,98.32,97.47,97.9,97.46,97.83,98.3,98.3,97.34,96.02,100.13,95.98,96.86,96.47
2407.860243,102.19,100.74,100.53,102.19,100.74,100.53,102.19,100.74,100.53,96.26,96.72,98.36,95.54,97.74,98.32,97.46,97.91,97.47,97.84,98.25,98.25,97.31,95.98,100.11,95.94,96.81,96.45
2405.996574,102.17,100.69,100.5,102.17,100.69,100.5,102.17,100.69,100.5,96.29,96.72,98.3,95.57,97.73,98.28,97.48,97.88,97.45,97.88,98.28,98.28,97.32,96,100.1,95.98,96.86,96.42
2404.132905,102.2,100.73,100.56,102.2,100.73,100.56,102.2,100.73,100.56,96.32,96.79,98.31,95.57,97.78,98.28,97.52,97.86,97.44,97.88,98.27,98.27,97.31,95.98,100.1,95.97,96.86,96.39
2402.269236,102.18,100.74,100.6,102.18,100.74,100.6,102.18,100.74,100.6,96.28,96.77,98.35,95.6,97.85,98.33,97.53,97.89,97.51,97.9,98.27,98.27,97.3,95.99,100.11,95.97,96.88,96.4
2400.405567,102.13,100.75,100.56,102.13,100.75,100.56,102.13,100.75,100.56,96.23,96.66,98.3,95.55,97.82,98.33,97.49,97.86,97.51,97.95,98.3,98.3,97.36,96.05,100.11,96,96.94,96.48
2398.541898,102.2,100.78,100.54,102.2,100.78,100.54,102.2,100.78,100.54,96.24,96.66,98.28,95.52,97.81,98.3,97.49,97.86,97.5,97.94,98.33,98.33,97.38,96.05,100.16,95.98,96.98,96.53
2396.678229,102.25,100.78,100.6,102.25,100.78,100.6,102.25,100.78,100.6,96.27,96.68,98.38,95.6,97.85,98.34,97.54,97.93,97.54,97.81,98.28,98.28,97.35,96.02,100.1,95.97,96.93,96.48
2394.81456,102.18,100.74,100.57,102.18,100.74,100.57,102.18,100.74,100.57,96.31,96.6,98.41,95.58,97.82,98.35,97.53,97.96,97.48,97.77,98.24,98.24,97.31,95.96,100.06,95.98,96.85,96.38
2392.950891,102.11,100.7,100.47,102.11,100.7,100.47,102.11,100.7,100.47,96.33,96.61,98.35,95.52,97.8,98.3,97.49,97.91,97.43,97.82,98.23,98.23,97.33,95.97,100.09,96.03,96.9,96.35
2391.087223,102.11,100.72,100.45,102.11,100.72,100.45,102.11,100.72,100.45,96.29,96.65,98.32,95.52,97.81,98.29,97.49,97.86,97.46,97.84,98.23,98.23,97.37,96.05,100.05,96.05,96.96,96.42
2389.223554,102.16,100.73,100.52,102.16,100.73,100.52,102.16,100.73,100.52,96.22,96.61,98.35,95.54,97.82,98.31,97.5,97.8,97.48,97.8,98.19,98.19,97.35,96,99.96,95.98,96.85,96.42
2387.359885,102.12,100.72,100.55,102.12,100.72,100.55,102.12,100.72,100.55,96.16,96.54,98.41,95.55,97.83,98.36,97.53,97.85,97.5,97.81,98.17,98.17,97.3,95.94,99.95,95.89,96.78,96.35
2385.496216,102.02,100.64,100.49,102.02,100.64,100.49,102.02,100.64,100.49,96.13,96.53,98.36,95.49,97.8,98.32,97.52,97.91,97.46,97.82,98.16,98.16,97.24,95.97,99.98,95.85,96.8,96.35
2383.632547,102.02,100.59,100.44,102.02,100.59,100.44,102.02,100.59,100.44,96.1,96.56,98.32,95.46,97.77,98.24,97.53,97.88,97.39,97.79,98.18,98.18,97.25,96.01,100.04,95.95,96.82,96.41
2381.768878,102.1,100.62,100.46,102.1,100.62,100.46,102.1,100.62,100.46,96.09,96.56,98.35,95.47,97.78,98.22,97.51,97.83,97.36,97.72,98.12,98.12,97.3,96.03,99.98,96.02,96.85,96.4
2379.905209,102.09,100.6,100.49,102.09,100.6,100.49,102.09,100.6,100.49,96.12,96.55,98.35,95.49,97.82,98.23,97.47,97.82,97.38,97.63,97.97,97.97,97.35,96.02,99.78,95.96,96.85,96.33
2378.04154,102.07,100.56,100.52,102.07,100.56,100.52,102.07,100.56,100.52,96.2,96.62,98.37,95.53,97.88,98.23,97.47,97.88,97.39,97.58,97.93,97.93,97.32,95.97,99.71,95.94,96.81,96.3
2376.177871,102.18,100.65,100.54,102.18,100.65,100.54,102.18,100.65,100.54,96.27,96.74,98.41,95.51,97.9,98.24,97.46,97.91,97.37,97.63,97.98,97.98,97.3,96,99.79,96.01,96.85,96.35
2374.314202,102.26,100.66,100.5,102.26,100.66,100.5,102.26,100.66,100.5,96.33,96.86,98.41,95.51,97.88,98.32,97.49,97.9,97.41,97.59,97.93,97.93,97.35,96.07,99.73,96.06,96.95,96.4
2372.450533,102.19,100.6,100.47,102.19,100.6,100.47,102.19,100.6,100.47,96.43,97,98.36,95.52,97.85,98.31,97.55,97.91,97.45,97.44,97.81,97.81,97.31,96.09,99.51,95.96,96.86,96.26
2370.586864,101.95,100.56,100.47,101.95,100.56,100.47,101.95,100.56,100.47,96.37,96.92,98.35,95.51,97.84,98.23,97.46,97.9,97.44,97.51,97.95,97.95,97.3,96.12,99.61,95.85,96.74,96.18
2368.723196,102.01,100.71,100.49,102.01,100.71,100.49,102.01,100.71,100.49,96.44,96.89,98.4,95.53,97.87,98.23,97.4,97.9,97.43,97.79,98.23,98.23,97.43,96.18,99.97,95.96,96.85,96.35
2366.859527,102.11,100.69,100.56,102.11,100.69,100.56,102.11,100.69,100.56,96.68,97.07,98.48,95.64,97.92,98.32,97.54,97.98,97.55,97.74,98.16,98.16,97.46,96.14,99.93,96.06,96.91,96.41
2364.995858,102.05,100.58,100.57,102.05,100.58,100.57,102.05,100.58,100.57,96.62,97.05,98.54,95.68,97.89,98.33,97.56,97.95,97.54,97.73,98.25,98.25,97.44,96.15,99.96,96.07,96.91,96.44
2363.132189,102.13,100.7,100.56,102.13,100.7,100.56,102.13,100.7,100.56,96.51,96.89,98.58,95.69,97.9,98.37,97.53,97.99,97.53,97.74,98.23,98.23,97.46,96.16,99.88,96.04,96.9,96.42
2361.26852,102.13,100.67,100.57,102.13,100.67,100.57,102.13,100.67,100.57,96.48,96.83,98.56,95.7,97.95,98.46,97.59,98.03,97.6,97.77,98.16,98.16,97.43,96.15,99.9,96.03,96.88,96.35
2359.404851,102.1,100.58,100.55,102.1,100.58,100.55,102.1,100.58,100.55,96.58,97,98.49,95.67,97.9,98.44,97.63,97.91,97.61,97.79,98.07,98.07,97.44,96.17,99.94,96.03,96.87,96.39
2357.541182,101.98,100.54,100.47,101.98,100.54,100.47,101.98,100.54,100.47,96.73,97.11,98.5,95.67,97.88,98.42,97.66,97.87,97.66,97.82,98.04,98.04,97.49,96.19,99.94,96.02,96.92,96.47
2355.677513,102.08,100.68,100.54,102.08,100.68,100.54,102.08,100.68,100.54,96.68,97.01,98.52,95.68,97.92,98.43,97.66,97.98,97.72,97.89,98.2,98.2,97.45,96.21,100.06,95.99,96.95,96.46
2353.813844,102.12,100.75,100.58,102.12,100.75,100.58,102.12,100.75,100.58,96.63,96.95,98.52,95.68,97.93,98.44,97.64,98.06,97.76,97.93,98.31,98.31,97.44,96.23,100.06,95.99,96.88,96.44
2351.950175,102.08,100.72,100.56,102.08,100.72,100.56,102.08,100.72,100.56,96.57,96.91,98.53,95.66,97.89,98.44,97.6,98.01,97.75,97.91,98.28,98.28,97.47,96.25,100.03,96.04,96.87,96.49
2350.086506,102.05,100.63,100.47,102.05,100.63,100.47,102.05,100.63,100.47,96.39,96.83,98.47,95.63,97.85,98.39,97.57,97.96,97.62,97.83,98.23,98.23,97.47,96.2,100,96.06,96.91,96.48
2348.222837,101.96,100.46,100.39,101.96,100.46,100.39,101.96,100.46,100.39,96.16,96.69,98.39,95.56,97.8,98.32,97.51,97.89,97.43,97.74,98.17,98.17,97.44,96.1,99.92,96,96.86,96.4
2346.359169,101.96,100.43,100.45,101.96,100.43,100.45,101.96,100.43,100.45,96.1,96.61,98.36,95.51,97.74,98.26,97.44,97.84,97.31,97.66,98.03,98.03,97.38,96.04,99.81,95.97,96.77,96.33
2344.4955,101.99,100.49,100.5,101.99,100.49,100.5,101.99,100.49,100.5,96.22,96.66,98.32,95.5,97.72,98.22,97.37,97.8,97.25,97.69,98.04,98.04,97.38,96.06,99.79,96,96.8,96.32
2342.631831,101.98,100.59,100.52,101.98,100.59,100.52,101.98,100.59,100.52,96.26,96.7,98.42,95.54,97.77,98.24,97.38,97.88,97.29,97.79,98.18,98.18,97.46,96.13,99.89,96.01,96.86,96.37
2340.768162,102.01,100.65,100.51,102.01,100.65,100.51,102.01,100.65,100.51,96.29,96.73,98.54,95.57,97.85,98.26,97.49,97.98,97.39,97.91,98.3,98.3,97.45,96.12,100.02,96.01,96.85,96.42
2338.904493,102.15,100.73,100.55,102.15,100.73,100.55,102.15,100.73,100.55,96.4,96.83,98.47,95.58,97.85,98.26,97.57,97.94,97.49,97.95,98.34,98.34,97.38,96.05,100.09,95.97,96.86,96.43
2337.040824,102.23,100.77,100.58,102.23,100.77,100.58,102.23,100.77,100.58,96.56,97.01,98.42,95.63,97.84,98.35,97.59,97.94,97.6,97.83,98.19,98.19,97.32,96.03,99.9,95.92,96.83,96.42
2335.177155,102.13,100.65,100.56,102.13,100.65,100.56,102.13,100.65,100.56,96.58,97.03,98.49,95.64,97.85,98.41,97.58,97.95,97.61,97.7,98.02,98.02,97.34,96.09,99.72,95.88,96.77,96.39
2333.313486,102.04,100.59,100.51,102.04,100.59,100.51,102.04,100.59,100.51,96.42,96.78,98.48,95.59,97.78,98.32,97.49,97.87,97.51,97.78,98.15,98.15,97.42,96.16,99.88,95.92,96.82,96.46
2331.449817,102.11,100.67,100.49,102.11,100.67,100.49,102.11,100.67,100.49,96.44,96.79,98.47,95.56,97.79,98.26,97.48,97.9,97.52,97.85,98.24,98.24,97.46,96.18,99.93,96,96.87,96.48
2329.586148,102.09,100.65,100.54,102.09,100.65,100.54,102.09,100.65,100.54,96.49,96.96,98.58,95.62,97.88,98.35,97.59,98,97.66,97.73,98.08,98.08,97.48,96.17,99.78,96,96.86,96.43
2327.722479,102.1,100.6,100.56,102.1,100.6,100.56,102.1,100.6,100.56,96.36,96.85,98.58,95.64,97.87,98.34,97.56,97.95,97.66,97.67,98.03,98.03,97.47,96.1,99.75,95.93,96.83,96.44
2325.85881,102.07,100.56,100.47,102.07,100.56,100.47,102.07,100.56,100.47,96.22,96.7,98.43,95.51,97.7,98.18,97.38,97.77,97.47,97.46,97.82,97.82,97.36,95.92,99.58,95.74,96.67,96.27
2323.995142,102,100.53,100.4,102,100.53,100.4,102,100.53,100.4,96.12,96.59,98.31,95.33,97.53,98.07,97.24,97.66,97.25,97.42,97.76,97.76,97.24,95.77,99.6,95.64,96.55,96.11
2322.131473,102.08,100.56,100.45,102.08,100.56,100.45,102.08,100.56,100.45,96.14,96.6,98.3,95.32,97.58,98.09,97.26,97.77,97.21,97.5,97.84,97.84,97.27,95.79,99.64,95.72,96.61,96.17
2320.267804,102.07,100.64,100.48,102.07,100.64,100.48,102.07,100.64,100.48,96.17,96.69,98.41,95.38,97.68,98.18,97.33,97.85,97.29,97.54,97.92,97.92,97.39,95.88,99.59,95.82,96.7,96.28
2318.404135,102.11,100.74,100.5,102.11,100.74,100.5,102.11,100.74,100.5,96.28,96.76,98.47,95.46,97.73,98.24,97.35,97.84,97.37,97.61,98.02,98.02,97.44,95.92,99.63,95.87,96.73,96.33
2316.540466,102.1,100.66,100.44,102.1,100.66,100.44,102.1,100.66,100.44,96.31,96.77,98.48,95.56,97.76,98.26,97.36,97.87,97.45,97.69,98.11,98.11,97.45,95.97,99.75,95.88,96.7,96.37
2314.676797,102.12,100.63,100.47,102.12,100.63,100.47,102.12,100.63,100.47,96.27,96.8,98.53,95.67,97.82,98.32,97.47,97.99,97.55,97.69,98.09,98.09,97.5,96.08,99.74,95.95,96.75,96.43
2312.813128,102.14,100.64,100.54,102.14,100.64,100.54,102.14,100.64,100.54,96.31,96.83,98.53,95.7,97.85,98.3,97.55,97.99,97.58,97.69,98.03,98.03,97.5,96.15,99.66,95.99,96.84,96.44
2310.949459,102.18,100.67,100.56,102.18,100.67,100.56,102.18,100.67,100.56,96.36,96.85,98.49,95.68,97.8,98.25,97.51,97.9,97.56,97.72,98.05,98.05,97.47,96.09,99.68,95.94,96.83,96.42
2309.08579,102.18,100.74,100.59,102.18,100.74,100.59,102.18,100.74,100.59,96.34,96.79,98.49,95.68,97.73,98.3,97.46,97.91,97.54,97.75,98.1,98.1,97.47,96.05,99.77,95.96,96.86,96.48
2307.222121,102.19,100.77,100.63,102.19,100.77,100.63,102.19,100.77,100.63,96.28,96.72,98.52,95.67,97.78,98.34,97.47,97.94,97.59,97.81,98.15,98.15,97.49,96.09,99.79,96.01,96.95,96.57
2305.358452,102.19,100.69,100.61,102.19,100.69,100.61,102.19,100.69,100.61,96.26,96.8,98.49,95.63,97.83,98.29,97.45,97.94,97.6,97.83,98.2,98.2,97.47,96.11,99.83,95.97,96.95,96.55
2303.494783,102.13,100.57,100.53,102.13,100.57,100.53,102.13,100.57,100.53,96.26,96.85,98.42,95.62,97.76,98.25,97.44,97.9,97.5,97.81,98.22,98.22,97.48,96.11,99.89,95.98,96.94,96.52
2301.631114,102.08,100.58,100.54,102.08,100.58,100.54,102.08,100.58,100.54,96.23,96.81,98.41,95.61,97.71,98.24,97.52,97.9,97.49,97.81,98.23,98.23,97.49,96.14,99.86,96.03,96.95,96.56
2299.767446,102.09,100.6,100.57,102.09,100.6,100.57,102.09,100.6,100.57,96.25,96.8,98.5,95.58,97.75,98.26,97.55,97.95,97.6,97.81,98.19,98.19,97.51,96.16,99.79,96.01,96.9,96.59
2297.903777,102.15,100.63,100.58,102.15,100.63,100.58,102.15,100.63,100.58,96.29,96.77,98.54,95.56,97.81,98.26,97.47,97.94,97.59,97.82,98.18,98.18,97.53,96.11,99.84,95.99,96.84,96.53
2296.040108,102.18,100.68,100.56,102.18,100.68,100.56,102.18,100.68,100.56,96.29,96.72,98.48,95.58,97.81,98.24,97.4,97.89,97.53,97.81,98.19,98.19,97.51,96.05,99.86,95.99,96.82,96.44
2294.176439,102.13,100.66,100.52,102.13,100.66,100.52,102.13,100.66,100.52,96.28,96.75,98.46,95.61,97.77,98.27,97.4,97.86,97.55,97.87,98.21,98.21,97.54,96.07,99.86,95.98,96.84,96.5
2292.31277,102.12,100.68,100.53,102.12,100.68,100.53,102.12,100.68,100.53,96.25,96.78,98.52,95.59,97.78,98.28,97.39,97.84,97.61,97.89,98.26,98.26,97.54,96.09,99.92,95.94,96.89,96.54
2290.449101,102.17,100.72,100.61,102.17,100.72,100.61,102.17,100.72,100.61,96.2,96.72,98.51,95.59,97.82,98.22,97.41,97.87,97.59,97.8,98.27,98.27,97.44,96,99.86,95.91,96.87,96.46
2288.585432,102.19,100.71,100.62,102.19,100.71,100.62,102.19,100.71,100.62,96.15,96.66,98.47,95.63,97.81,98.22,97.43,97.89,97.49,97.78,98.21,98.21,97.4,95.92,99.79,95.91,96.79,96.44
2286.721763,102.26,100.63,100.6,102.26,100.63,100.6,102.26,100.63,100.6,96.17,96.64,98.5,95.61,97.76,98.22,97.41,97.9,97.48,97.79,98.17,98.17,97.43,95.98,99.79,95.95,96.75,96.49
2284.858094,102.26,100.66,100.56,102.26,100.66,100.56,102.26,100.66,100.56,96.23,96.71,98.46,95.56,97.74,98.2,97.39,97.92,97.51,97.82,98.26,98.26,97.5,96.04,99.84,96.01,96.81,96.49
2282.994425,102.32,100.72,100.62,102.32,100.72,100.62,102.32,100.72,100.62,96.3,96.89,98.4,95.64,97.76,98.27,97.44,97.96,97.54,97.85,98.34,98.34,97.55,96.01,99.91,96.01,96.85,96.51
2281.130756,102.37,100.76,100.6,102.37,100.76,100.6,102.37,100.76,100.6,96.33,96.95,98.48,95.76,97.82,98.3,97.52,97.97,97.61,97.92,98.33,98.33,97.58,96.04,99.9,96.06,96.92,96.59
2279.267087,102.24,100.8,100.5,102.24,100.8,100.5,102.24,100.8,100.5,96.31,96.91,98.53,95.76,97.87,98.29,97.52,97.95,97.63,98.04,98.38,98.38,97.63,96.12,99.89,96.15,97.02,96.63
2277.403419,102.2,100.72,100.46,102.2,100.72,100.46,102.2,100.72,100.46,96.42,96.98,98.53,95.78,97.93,98.37,97.54,98.04,97.73,98.06,98.4,98.4,97.61,96.21,99.9,96.19,97.04,96.67
2275.53975,102.27,100.68,100.46,102.27,100.68,100.46,102.27,100.68,100.46,96.45,97.03,98.49,95.8,97.9,98.39,97.55,98.13,97.84,98.09,98.38,98.38,97.56,96.23,99.96,96.22,97.12,96.71
2273.676081,102.25,100.7,100.58,102.25,100.7,100.58,102.25,100.7,100.58,96.39,97.09,98.52,95.84,97.83,98.37,97.53,98.08,97.86,98.23,98.43,98.43,97.64,96.23,99.98,96.26,97.14,96.77
2271.812412,102.34,100.7,100.62,102.34,100.7,100.62,102.34,100.7,100.62,96.54,97.19,98.68,95.91,97.91,98.44,97.56,98.07,97.86,98.25,98.53,98.53,97.75,96.28,100.03,96.41,97.17,96.91
2269.948743,102.44,100.75,100.59,102.44,100.75,100.59,102.44,100.75,100.59,96.63,97.16,98.66,95.94,97.95,98.45,97.59,98.14,97.9,98.12,98.56,98.56,97.67,96.29,100.07,96.42,97.13,96.9
2268.085074,102.32,100.72,100.54,102.32,100.72,100.54,102.32,100.72,100.54,96.61,97.12,98.63,96,97.94,98.37,97.67,98.15,97.95,98.04,98.5,98.5,97.57,96.27,100.06,96.29,97.01,96.73
2266.221405,102.18,100.69,100.48,102.18,100.69,100.48,102.18,100.69,100.48,96.65,97.13,98.74,96.02,98.03,98.41,97.76,98.18,97.98,98.1,98.55,98.55,97.7,96.35,100.12,96.22,97.08,96.76
2264.357736,102.29,100.73,100.55,102.29,100.73,100.55,102.29,100.73,100.55,96.65,97.11,98.8,96.06,98.16,98.43,97.76,98.26,98.02,98.23,98.69,98.69,97.9,96.47,100.2,96.32,97.24,96.99
2262.494067,102.45,100.75,100.67,102.45,100.75,100.67,102.45,100.75,100.67,96.73,97.2,98.76,96.13,98.16,98.38,97.72,98.27,98.06,98.32,98.74,98.74,98,96.47,100.28,96.5,97.28,97.03
2260.630398,102.26,100.63,100.46,102.26,100.63,100.46,102.26,100.63,100.46,96.82,97.26,98.76,96.16,98.09,98.52,97.63,98.17,98.08,98.34,98.74,98.74,97.85,96.4,100.39,96.45,97.13,96.91
2258.766729,102.32,100.71,100.53,102.32,100.71,100.53,102.32,100.71,100.53,96.81,97.25,98.68,96.06,98.07,98.58,97.6,98.08,98.01,98.36,98.75,98.75,97.68,96.28,100.27,96.26,96.97,96.94
2256.90306,102.49,100.86,100.82,102.49,100.86,100.82,102.49,100.86,100.82,96.81,97.31,98.63,96.05,98.1,98.54,97.66,98.09,97.97,98.5,98.81,98.81,97.7,96.25,100.23,96.31,97.11,96.97
2255.039392,102.4,100.83,100.72,102.4,100.83,100.72,102.4,100.83,100.72,96.74,97.2,98.71,96.14,98.08,98.58,97.69,98.14,98.08,98.55,98.78,98.78,97.76,96.32,100.36,96.44,97.34,96.94
2253.175723,102.43,100.99,100.73,102.43,100.99,100.73,102.43,100.99,100.73,96.72,97.16,98.74,96.17,98.05,98.5,97.75,98.2,98.15,98.51,98.77,98.77,97.85,96.37,100.41,96.53,97.42,97.04
2251.312054,102.47,101.04,100.76,102.47,101.04,100.76,102.47,101.04,100.76,96.77,97.29,98.71,96.17,98.18,98.38,97.83,98.29,98.12,98.43,98.8,98.8,98,96.49,100.35,96.73,97.5,97.21
2249.448385,102.41,100.91,100.67,102.41,100.91,100.67,102.41,100.91,100.67,96.73,97.29,98.81,96.2,98.28,98.5,97.9,98.4,98.26,98.32,98.72,98.72,98.04,96.64,100.25,96.88,97.52,97.29
2247.584716,102.3,100.97,100.63,102.3,100.97,100.63,102.3,100.97,100.63,96.77,97.29,98.82,96.11,98.13,98.57,97.79,98.43,98.22,98.25,98.7,98.7,97.89,96.7,100.15,96.78,97.47,97.17
2245.721047,102.4,100.84,100.68,102.4,100.84,100.68,102.4,100.84,100.68,96.91,97.44,98.76,96.13,98.07,98.47,97.7,98.32,98.09,98.32,98.81,98.81,97.89,96.7,100.2,96.6,97.4,97.05
2243.857378,102.63,100.78,100.69,102.63,100.78,100.69,102.63,100.78,100.69,97,97.6,98.85,96.27,98.1,98.47,97.83,98.25,98.17,98.45,98.82,98.82,97.86,96.55,100.3,96.51,97.23,97.01
2241.993709,102.57,100.85,100.61,102.57,100.85,100.61,102.57,100.85,100.61,97.02,97.53,98.81,96.2,98.04,98.48,97.82,98.26,98.09,98.61,98.8,98.8,97.85,96.44,100.49,96.62,97.22,97.15
2240.13004,102.48,100.81,100.56,102.48,100.81,100.56,102.48,100.81,100.56,97.01,97.38,98.77,96.15,98.17,98.5,97.77,98.27,98.07,98.58,98.79,98.79,97.93,96.48,100.46,96.65,97.34,97.31
2238.266371,102.49,100.72,100.67,102.49,100.72,100.67,102.49,100.72,100.67,97,97.38,98.85,96.25,98.37,98.61,97.8,98.36,98.29,98.49,98.86,98.86,98.06,96.5,100.36,96.61,97.48,97.21
2236.402702,102.56,100.77,100.84,102.56,100.77,100.84,102.56,100.77,100.84,97.05,97.42,98.85,96.34,98.35,98.64,97.85,98.41,98.35,98.51,98.85,98.85,98.14,96.45,100.38,96.58,97.56,97.11
2234.539033,102.55,100.79,100.7,102.55,100.79,100.7,102.55,100.79,100.7,97.06,97.52,98.72,96.33,98.07,98.6,97.83,98.3,98.32,98.71,98.95,98.95,98.02,96.47,100.62,96.52,97.45,97.14
2232.675364,102.47,100.87,100.53,102.47,100.87,100.53,102.47,100.87,100.53,96.98,97.59,98.7,96.21,98.04,98.67,97.77,98.33,98.35,98.79,98.95,98.95,97.93,96.68,100.56,96.62,97.44,97.22
