pathway,Day01BHET1,Day01BHET2,Day01BHET3,Day03BHET1,Day03BHET2,Day03BHET3,Day07BHET1,Day07BHET2,Day07BHET3,Day14BHET1,Day14BHET2,Day14BHET3,Day21BHET1,Day21BHET2,Day21BHET3,Day30BHET1,Day30BHET2,Day30BHET3,Day42BHET1,Day42BHET2,Day42BHET3,Day01LowCrys1,Day01LowCrys2,Day01LowCrys3,Day03LowCrys1,Day03LowCrys2,Day03LowCrys3,Day07LowCrys1,Day07LowCrys2,Day07LowCrys3,Day14LowCrys1,Day14LowCrys2,Day14LowCrys3,Day21LowCrys1,Day21LowCrys2,Day21LowCrys3,Day30LowCrys1,Day30LowCrys2,Day30LowCrys3,Day42LowCrys1,Day42LowCrys3,Day01LowCrysWater1,Day01LowCrysWater2,Day01LowCrysWater3,Day03LowCrysWater1,Day03LowCrysWater2,Day03LowCrysWater3,Day07LowCrysWater1,Day07LowCrysWater2,Day07LowCrysWater3,Day14LowCrysWater1,Day14LowCrysWater2,Day14LowCrysWater3,Day21LowCrysWater1,Day21LowCrysWater2,Day21LowCrysWater3,Day30LowCrysWater1,Day30LowCrysWater2,Day30LowCrysWater3,Day42LowCrysWater1,Day42LowCrysWater2,Day42LowCrysWater3,Day01NoC1,Day01NoC2,Day01NoC3,Day03NoC1,Day03NoC2,Day03NoC3,Day07NoC1,Day07NoC2,Day07NoC3,Day14NoC1,Day14NoC2,Day14NoC3,Day21NoC1,Day21NoC2,Day21NoC3,Day30NoC1,Day30NoC2,Day30NoC3,Day42NoC1,Day42NoC2,Day42NoC3,Day01PET1,Day01PET2,Day01PET3,Day03PET1,Day03PET2,Day03PET3,Day07PET1,Day07PET2,Day07PET3,Day14PET1,Day14PET2,Day14PET3,Day21PET1,Day21PET2,Day21PET3,Day30PET1,Day30PET2,Day30PET3,Day42PET2,Day42PET3,Day01WeatherPET1,Day01WeatherPET2,Day01WeatherPET3,Day03WeatherPET1,Day03WeatherPET2,Day03WeatherPET3,Day07WeatherPET1,Day07WeatherPET2,Day07WeatherPET3,Day14WeatherPET1,Day14WeatherPET2,Day14WeatherPET3,Day21WeatherPET1,Day21WeatherPET2,Day21WeatherPET3,Day30WeatherPET1,Day30WeatherPET2,Day30WeatherPET3,Day42WeatherPET1,Day42WeatherPET2,Day42WeatherPET3,Inoc2,Inoc3,Inoc4,
PWY-7255, ( GLUTCYSLIG-RXN + RXN-14431 )  RXN-14430 RXN-14429 -RXN-14428 -RXN-15804 ,0.04,0,0.02,0.02,0.02,0.02,0.02,0,0,0.02,0,0,0.06,0,0.04,0.04,0.02,0.06,0.02,0.02,0.02,0.04,0.02,0.0599,0,0.02,0.02,0.02,0.04,0.04,0.219,0.3973,0.0998,0.1794,1.2136,0.1396,0.3382,0.4566,0.2589,0.3179,2.2046,0,0.02,0,0.02,0,0,0.02,0,0,0,0.0799,0,0,0.04,0.02,0,0.2589,0.1197,0,0.0799,0.1595,0,0,0.04,0,0,0,0.02,0,0.04,0.0599,0.04,0.02,0.04,0.1397,0,0.0799,0.0998,0.06,0.0999,0.0799,0.0999,0.0599,0.04,0,0.02,0.02,0,0.06,0.02,0.02,0,0.04,0.02,0.02,0.0599,0.1397,0.1397,0.04,0.2392,0,0.3578,0.0599,0.04,0,0,0,0,0.04,0,0.02,0.06,0,0.0599,0.06,0.0799,0.1994,0.0799,0.0799,0.1796,0.1198,0.06,0.04,0.02,0.0999,0.1796
PWY-7274, ( SERINE-O-ACETTRAN-RXN + ( -RXN-12537 RXN-14457 ) )  RXN-14458 RXN-14459 RXN-14460 ,0.0114,0,0,0,0,0,0,0,0,0,0,0,0.0343,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0.0114,0
PWY-7295, -RXN-14809 -RXN-8774 L-ARABINONOLACTONASE-RXN L-ARABINONATE-DEHYDRATASE-RXN -4.1.2.18-RXN -RXN-14642 GLYCOLATE-REDUCTASE-RXN MALSYN-RXN ,0.02,0.04,0,0,0,0,3.8068,2.2375,2.5633,3.1597,3.2776,2.3913,5.0386,4.9435,4.4322,4.9389,4.6115,4.4739,5.3341,5.1688,4.2401,1.2739,1.4071,0.9698,0.7075,1.036,0.6106,0.5909,0.3561,0.3364,0.4159,0.651,0.8255,1.2286,0.4166,1.3075,0.4367,0.4366,0.8654,0.3963,1.3302,0,0,0,0.0399,0,0,0,0,0,0.0599,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0.2385,0,0,0,0,0,0,0.0997,0.04,0.0399,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599,0,0,0,0,0.0399,0,0.0399,0,0.0798,0,0,0,0,0,0.0599,0,0,0,0,0.0399,0,0,0,0.1194,0,0,0,0,0,0,0
PWY-7315, DTDPGLUCOSEPP-RXN DTDPGLUCDEHYDRAT-RXN RFFTRANS-RXN TDPFUCACTRANS-RXN ,4.5821,6.5154,4.3445,7.0451,7.6583,8.4032,5.7989,6.1112,6.013,4.8417,5.7175,5.9957,5.1322,5.669,5.9923,5.2069,6.1552,6.4984,5.369,5.4921,6.5815,3.0122,3.4101,4.644,2.5885,3.084,2.7705,2.4562,2.8984,3.6176,1.7472,2.0356,1.7527,1.306,1.6909,2.4263,1.9078,2.6715,2.2889,2.4247,1.5385,3.156,3.5743,3.1957,3.2951,3.375,3.5143,2.8361,3.2861,2.9158,2.7157,2.8181,2.835,2.7573,2.7285,2.7322,2.7461,3.1425,3.4707,2.7703,3.3419,3.3728,3.8576,3.329,3.1609,3.2491,3.1675,3.0207,3.4722,3.0998,2.9745,2.8841,3.1326,2.4867,2.8289,3.2832,2.6247,3.0251,3.7244,2.758,3.4086,3.9796,3.24,4.5109,4.615,4.1522,4.6489,3.9252,4.5489,3.5652,3.899,3.925,3.0103,3.4459,3.3385,3.2978,3.6537,3.2953,3.9686,3.5123,3.4272,3.3775,2.7545,5.8983,4.8298,4.3154,5.6313,4.4602,4.7268,5.301,3.9798,3.7358,4.8237,4.0223,3.2652,4.6622,3.5069,3.4279,4.7772,3.5709,3.2246,5.4563,3.8896,3.846,6.1242,6.2696,6.5337
PWY-7323, PGLUCISOM-RXN MANNPISOM-RXN PHOSMANMUT-RXN 2.7.7.13-RXN  GDPMANDEHYDRA-RXN RXN-8953 ,13.3442,14.2601,11.8772,29.9429,34.4134,31.4512,30.2205,33.3751,35.0099,40.6195,42.2321,41.0923,43.289,38.8049,39.8067,37.5265,34.1473,38.3865,36.0578,34.8858,38.7131,34.8429,34.8355,30.4388,35.8219,38.2325,35.7405,35.3781,31.2145,29.5773,33.7484,33.232,50.7047,43.8208,39.0458,47.2003,43.9058,39.5674,41.7623,35.9533,42.1531,29.2909,28.1677,28.1204,24.8726,29.9154,25.6675,28.2151,28.2917,27.7028,32.6206,39.252,35.1744,33.3594,35.9854,33.4803,33.3606,31.5105,31.6114,29.8757,31.2282,32.3397,30.4264,29.7943,27.257,31.6189,28.0407,26.6634,34.1229,29.1368,31.5166,36.1159,34.6254,34.117,37.134,38.4804,30.6383,39.3779,31.1416,33.0368,36.2213,33.8441,32.0958,22.5575,22.4084,23.7963,25.7411,28.6055,23.4513,48.7552,38.7479,43.8406,44.1513,40.4764,42.8951,44.939,41.0107,38.4947,33.0633,41.5865,35.347,32.0415,43.1888,22.8556,24.0225,23.1667,27.6167,22.9462,19.9993,45.8392,40.226,40.4505,33.5711,40.0667,37.6307,43.2214,47.1937,41.7957,36.3793,36.4548,40.0333,36.9165,33.7279,31.3087,20.1614,21.1631,24.4228
PWY-7328," GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN PHOSPHOGLUCMUT-RXN GLUC1PURIDYLTRANS-RXN  (  UGD-RXN  , ( UDPGLUCEPIM-RXN GALPMUT-RXN ) )  UDP-GLUCURONATE-4-EPIMERASE-RXN ",22.912,22.8765,21.5811,39,39.0019,38.6484,33.1002,36.4169,35.2143,31.7165,30.3437,30.4754,34.6298,33.0827,33.3757,36.6618,34.0224,35.5166,34.9441,32.9787,37.4568,40.1611,36.6916,33.5705,40.4073,40.8186,36.6422,38.7556,35.6595,32.1859,39.1084,38.1045,35.9593,46.8807,38.013,37.087,43.4206,38.2959,38.1106,42.1986,34.2993,30.4044,31.5019,28.7478,28.2557,31.8368,27.3397,29.4751,31.4725,28.0461,32.9096,37.1366,30.9208,33.3824,36.6723,30.7648,34.02,34.8157,31.687,35.1307,34.1755,33.0767,39.3669,41.2355,37.2707,36.2947,40.1209,33.7313,37.9014,39.6159,36.7228,37.4698,43.0771,36.2205,35.0701,39.8819,33.2967,33.9713,35.1611,34.1283,33.1356,36.6429,33.3941,31.7742,31.2463,30.8907,32.5491,32.6527,30.8719,36.709,32.2203,29.6539,33.0792,31.1199,30.6311,34.6355,32.0598,31.3457,34.0167,31.6251,32.9041,34.3401,30.4571,30.5346,28.7373,31.7283,32.4772,28.6482,28.1487,29.7849,28.6122,32.4913,34.6348,29.1887,31.0309,34.2231,30.8879,33.4356,33.0485,33.489,35.2428,33.5679,33.8944,33.4172,42.7783,42.8961,48.1342
PWY-7332," PGLUCISOM-RXN L-GLN-FRUCT-6-P-AMINOTRANS-RXN 5.4.2.10-RXN 2.3.1.157-RXN NAG1P-URIDYLTRANS-RXN  (  UDPGLCNACEPIM-RXN UDPMANNACADEHYDROG-RXN  ,  UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN  ,  RXN-13252 -RXN-14767  ,  1.1.1.136-RXN -RXN-16259  ,  RXN-9998 -RXN-14759 -RXN-14763 -RXN-14764  ) 5.1.3.23-RXN -RXN-14783 -RXN-14761 -RXN-14782 ",2.4795,3.0881,2.2363,0.5547,1.0326,0.8287,1.4293,1.6986,1.832,2.5253,3.8759,4.2312,2.2153,2.7809,3.5269,2.1484,0.7582,2.2137,2.5241,2.0749,2.7925,0.6921,0.8276,1.2293,2.2914,0.9646,0.9631,1.4989,0.6913,0.826,1.034,0.6925,1.4323,0.5554,1.0995,0.6234,0.2094,0.4173,1.6399,0.2788,0.7626,0.4162,0.4166,0.6219,0.4158,0.2784,0.347,0.3473,0.3475,0.2089,0.6227,0.486,0.7586,0.2786,0.2093,0.3477,0.2787,0,0.8954,0,0.0699,1.0972,0.0699,0.8293,2.0337,0.5549,0.3479,1.2338,0.8284,0.5549,1.5712,0.4863,1.2361,1.7714,0.8286,0.9644,1.7735,0.5552,0.1397,2.1691,0.2786,0.2092,1.3672,1.816,1.16,0.8249,0.4852,0.6904,0.8927,0.693,0.8262,0.6901,0.6232,0.2785,1.03,0.486,0.7594,0.4857,0.6911,0.7597,0.0699,1.5013,0.4865,0.8914,1.7406,2.4478,0.4852,0.4842,0.347,1.1613,1.0257,0.6221,0.6227,0.9593,0.4164,0.4856,0.9607,0.6226,0.6224,0.8263,0.1396,0.1396,0.5539,0.0699,14.8777,16.9268,16.4876
PWY-7347, ( PGLUCISOM-RXN +  GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN PHOSPHOGLUCMUT-RXN GLUC1PURIDYLTRANS-RXN  )  SUCROSE-PHOSPHATE-SYNTHASE-RXN SUCROSE-PHOSPHATASE-RXN ,0.3137,0.4473,0.2987,0.0899,0.075,0.045,0.1049,0.1199,0.06,0.2095,0.0899,0.1198,0.2693,0.1946,0.1049,0.06,0.1199,0.1199,0.0899,0.1647,0.1797,1.057,0.8194,0.7598,4.438,3.9891,3.453,2.6002,3.5107,3.6648,5.763,2.0655,6.7713,3.3983,1.788,5.213,4.6451,6.1923,6.156,4.1884,3.486,0.5073,0.2991,0.299,4.7095,4.4507,2.8134,3.5471,3.4476,2.8283,4.2881,5.1974,4.2931,4.5355,5.1035,6.2624,3.515,4.2948,5.8705,3.91,4.5716,5.6018,0.6717,0.5675,0.4337,6.9194,6.1733,5.8581,5.8443,5.1809,5.2054,6.1728,5.4398,3.3197,4.9369,4.631,2.5717,4.1727,2.7723,2.5406,4.7325,2.9591,2.6645,0.5819,0.3141,0.3886,5.1002,5.941,4.8049,2.6344,3.1392,4.3677,2.3778,3.6547,3.1666,1.9769,2.3686,2.6977,1.9783,1.9675,3.0073,1.7797,1.2917,0.314,0.5071,0.7447,5.8426,4.5869,4.4345,3.9802,3.5816,2.9243,1.7928,3.8647,2.9212,2.5887,2.7658,3.3002,2.314,2.7299,3.352,1.9521,2.0679,1.7903,0.8496,0.7458,1.7789
PWY-7371," RXN-12345 ( RXN-15264 , RXN-12346 ) RXN-10620 -RXN-10622 ",6.8895,7.3899,8.3332,1.7033,1.7999,1.97,0.6158,0.9998,1.1162,0.5733,0.6488,0.6765,0.9466,0.6697,0.9051,0.6186,0.6933,0.7565,0.4235,0.3829,0.9994,2.6019,2.9826,2.0391,1.5461,2.2758,1.7595,1.9818,0.7792,0.9264,1.0233,1.1452,2.5741,2.236,0.995,4.1226,0.9364,1.2666,1.2798,0.9599,2.7759,0.3266,0.1725,0.1865,0.136,0.22,0.1527,0.0964,0.1689,0.09,0.2032,0.04,0.1488,0.0257,0.0663,0.0529,0.1182,0.0818,0.0706,0.0924,0.1,0.0794,0.5292,0.1989,0.4966,0.2864,0.1732,0.126,0.1962,0.19,0.0831,0.088,0.2228,0.16,0.1131,0.1862,0.1932,0.1003,0.1657,0.2527,0.1517,0.2195,0.3002,0.4926,0.2546,0.1632,0.3033,0.2764,0.2733,0.35,0.0553,0.18,0.0467,0.0756,0.0857,0.0857,0.0831,0.1031,0.09,0.0893,0.11,0.135,0.1,0.3652,0.5399,0.4733,0.262,0.06,0.1941,0.199,0.2066,0.1932,0.0327,0.073,0.1309,0.13,0.1461,0.0797,0.0964,0.16,0.0462,0.1182,0.1436,0.062,1.2575,1.5586,2.1632
PWY-7373," (  TRANS-PENTAPRENYLTRANSFERASE-RXN  +  RXN-12345 ( RXN-15264 , RXN-12346 ) RXN-10620 -RXN-10622  )  -RXN-14909  ",0,0,0,0,0,0,0,0,0,0,0,0.0383,0,0,0,0,0.0383,0.0385,0,0.0371,0,0.0395,0.0396,0.0394,0,0,0.0393,0.4345,0,0,0,0,0,0.0779,0.0388,0,0,0.0391,0.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379,0,0,0,0,0,0.0347,0,0,0.0298,0,0,0,0,0,0,0,0,0,0,0,0.0377,0,0,0,0,0,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376,0,0,0.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.1516
PWY-7374, RXN-12345 RXN-15264 RXN-14910 RXN-9780 RXN-10620 -RXN-10622 ,1.2677,1.357,0.9762,0.4069,0.3913,0.2957,0.261,0.3992,0.3121,0.3059,0.3051,0.3216,0.4967,0.3453,0.4781,0.2613,0.2382,0.4987,0.2927,0.2153,0.6249,2.1963,2.5883,1.8479,1.4658,2.0839,1.5851,1.7395,0.6961,0.8091,0.9152,1.0166,2.376,2.0177,0.9014,3.8727,0.8359,1.1799,1.2013,0.8889,2.5834,0.3109,0.1672,0.1796,0.1189,0.2115,0.1474,0.0891,0.156,0.0857,0.1977,0.04,0.1406,0.0231,0.0587,0.055,0.0992,0.0714,0.0738,0.0819,0.0929,0.085,0.4895,0.176,0.4628,0.2658,0.1677,0.1191,0.1691,0.1815,0.0773,0.0846,0.2173,0.1354,0.1075,0.1794,0.1618,0.0934,0.159,0.1752,0.1419,0.2026,0.262,0.4875,0.2442,0.1577,0.2978,0.2652,0.2589,0.3373,0.0479,0.1819,0.0304,0.0685,0.0667,0.0732,0.072,0.1019,0.0808,0.0874,0.1058,0.1286,0.0929,0.3503,0.5275,0.455,0.2434,0.06,0.1882,0.191,0.195,0.1877,0.0316,0.0718,0.1263,0.1212,0.1392,0.0793,0.0891,0.1057,0.0469,0.1161,0.1347,0.0555,1.2166,1.4772,2.0497
PWY-7376,  COBALAMIN5PSYN-RXN RXN-8770   ( ( RXN-8771 DMBPPRIBOSYLTRANS-RXN RIBAZOLEPHOSPHAT-RXN ) + ( R343-RXN R344-RXN R345-RXN RXN-6261 COBINPGUANYLYLTRANS-RXN ) )  COBALAMINSYN-RXN  -UROPORIIIMETHYLTRANSA-RXN -RXN-8675 2.1.1.130-RXN R321-RXN 2.1.1.131-RXN 2.1.1.133-RXN R322-RXN 1.3.1.54-RXN -RXN-13824 -RXN-13826 5.4.1.2-RXN R341-RXN R342-RXN ,10.3489,10.9548,10.0897,14.498,16.4272,11.2117,14.9876,13.7235,14.9295,12.35,13.4065,11.873,15.997,14.9082,13.912,13.9627,13.516,13.8097,17.6338,16.0607,15.1444,12.9328,15.1716,12.3065,19.011,18.7561,16.0159,14.8142,13.3977,11.5688,14.54,14.7689,16.7536,16.2359,15.49,19.2987,13.8183,19.1522,13.8323,13.6736,19.178,11.251,12.1613,10.5171,7.3362,9.8736,7.7477,9.0363,9.9641,9.8154,11.6997,14.2227,13.9865,12.0012,12.0306,12.5704,12.2798,9.2896,10.8569,11.3975,9.7253,10.4864,16.0348,16.2203,13.414,12.5441,9.5161,9.175,14.6168,9.8536,10.6323,9.7769,9.1735,8.8728,7.6025,8.216,5.9196,6.798,6.0761,6.4066,5.46,5.2863,5.2909,10.4743,10.9935,11.4624,10.544,11.2137,9.0785,14.0302,9.6054,9.0593,6.8768,6.2181,7.0166,9.3221,8.2466,7.6556,6.0118,5.0812,6.3521,4.559,8.4176,11.9373,13.0232,12.5861,10.2929,8.4289,7.1296,10.3453,9.7888,8.8337,4.2299,7.2886,7.5986,7.625,7.0808,8.5283,5.3996,6.2371,5.7178,5.8239,5.0607,4.615,21.1085,19.7268,21.2952
PWY-7377, -UROPORIIIMETHYLTRANSA-RXN -RXN-8675 DIMETHUROPORDEHYDROG-RXN 4.99.1.3-RXN 2.1.1.151-RXN -RXN-14315 -RXN-8761 RXN-8762 RXN-8763 RXN-8764 RXN-8765 RXN-8766 RXN-8767 RXN-8768 RXN-8769  ( DMBPPRIBOSYLTRANS-RXN + ( R343-RXN R344-RXN R345-RXN RXN-6261 COBINPGUANYLYLTRANS-RXN ) )  COBALAMIN5PSYN-RXN RXN-8770  ,2.2805,2.6386,2.4139,0.477,0.6104,0.6041,1.1365,0.7485,0.3459,1.1965,1.1362,0.6137,1.3291,0.9437,1.0086,0.941,0.7457,0.6802,0.939,0.7445,0.3449,0.78,0.7874,1.0664,1.6945,0.7342,1.3418,1.4499,0.601,1.0238,0.9857,0.9257,0.4097,0.6074,0.477,0.4112,0.0698,0,0.0698,0.0697,0.2079,0.6968,0.768,0.7006,0.3377,0.3387,0.5322,0.4692,0.4066,0.5296,0.2731,0.4069,0.2742,0,0.1383,0.0695,0.0696,0.0696,0.2732,0.0695,0.1382,0.0696,1.9111,1.0726,1.255,0.6009,0.6637,0.3386,0.8609,0.5998,0.8535,0.8961,0.6592,0.5903,0.2053,1.2514,0.7429,0.5253,0.2045,0.2696,0.1375,0.6476,0.5814,1.2142,1.3926,0.5139,1.3128,0.665,0.6581,0.8174,0.4063,0.7222,0.2747,0.7652,0.4641,0.6078,0.4039,0.5294,0.0696,0.2041,1.0493,0.1372,0.3394,1.1053,2.1634,2.1813,0.9114,0.4054,0.7731,0.9195,0.4069,0.5367,0.2702,0.2732,0.5335,0.3397,0.4029,0.2735,0.1376,0.5297,0.0695,0.4004,0.1378,0.0694,4.6154,5.1783,5.113
PWY-7385, -RXN0-7077 GLUCOKIN-RXN PGLUCISOM-RXN 6PFRUCTPHOS-RXN F16ALDOLASE-RXN 1.1.1.8-RXN RXN-14965 GLYCEROL-DEHYDRATASE-RXN -RXN0-6487 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7391, ACETYL-COA-ACETYLTRANSFER-RXN HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN 1.1.1.34-RXN MEVALONATE-KINASE-RXN PHOSPHOMEVALONATE-KINASE-RXN DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN IPPISOM-RXN 4.2.3.27-RXN ,0.1149,0.0771,0.1496,0.0388,0,0,0,0,0.1123,0.1501,0.0768,0.0395,0.1145,0.1852,0.0395,0.0773,0.7777,0.116,0.0393,0.3052,0,0.2213,0.3355,0.1386,0.2498,0.5013,0.2092,0.1984,0,0.1161,0.0715,0.0748,0.3929,0.074,0.0738,0.5616,0.138,0.1443,0.1046,0,0.0375,0,0,0,0,0,0,0,0,0,0.1034,0.1096,0,0,0,0,0,0,0,0,0,0,0,0.0361,0.0374,0.037,0.0681,0,0.0383,0.0703,0.0373,0,0.0715,0,0.0388,0.0764,0.1057,0.0382,0.0381,0,0,0.039,0.0389,0.068,0.128,0,0.1378,0.0352,0.0789,0.0681,0.0363,0.0355,0,0.0369,0,0.0683,0,0.038,0.0319,0.0376,0.1679,0.0375,0.0384,0.1558,0.0987,0.1964,0.0706,0.0323,0.0615,0.0266,0.1051,0.032,0,0.0266,0.0319,0.0382,0.1062,0.0363,0.1085,0,0,0,0,0,0.6009,0.4453,0.4833
PWY-7392," FARNESYLTRANSTRANSFERASE-RXN 4.2.3.17-RXN  DXS-RXN DXPREDISOM-RXN 2.7.7.60-RXN 2.7.1.148-RXN RXN0-302 RXN-15878 ( ISPH2-RXN , RXN0-884 )    IPPISOM-RXN GPPSYN-RXN FPPSYN-RXN  ",13.8522,14.3101,12.5497,19.7428,18.1063,15.8631,21.6947,21.4018,20.1612,30.0614,30.8185,29.6747,34.9229,30.3764,31.1405,31.7423,27.2514,30.6609,32.2562,29.199,31.8867,23.1853,24.9019,18.5904,29.0763,28.2442,23.608,26.2363,24.3506,20.1562,24.5299,23.8577,33.8858,37.494,26.964,34.721,41.2455,32.2753,35.0062,36.536,33.7459,26.6973,30.301,29.6078,17.4761,19.4879,15.35,21.7615,21.8034,17.9047,33.9781,33.6892,26.3185,35.6448,36.9811,32.9272,41.9115,36.6505,37.9051,29.7952,32.0292,33.6844,43.3082,42.4415,39.2605,36.0222,32.1503,32.6906,33.9965,37.7129,37.3635,38.8436,43.188,35.6728,40.1125,42.3689,39.4206,44.3556,40.0321,41.577,35.3443,35.7207,31.4127,24.1944,24.5899,25.546,17.3702,20.321,18.0478,27.87,32.8478,36.673,35.1092,39.1356,40.6981,38.3242,40.1958,38.6414,29.2234,41.9382,36.6846,36.4601,44.0353,17.5017,20.4841,19.7558,14.5661,11.13,10.0267,35.4953,31.1644,32.7516,31.0737,32.1514,30.862,38.1185,40.087,36.291,32.8971,33.2491,35.1296,33.2643,31.505,28.3977,26.169,28.1134,30.5309
PWY-7398," RXN-9697 ( -RXN-14988 , ( 4-COUMARATE--COA-LIGASE-RXN -RXN-12963 -RXN-12965 ) , ( -RXN-14990 RXN-14987 ) ) RXN-1126 ( ( -RXN-16762 -RXN-16763 ) , ( CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN -RXN-12349 -RXN-12350 ) ) ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1385,0,0,0,0,0,0,0,0,0,0.0265,0,0,0,0,0,0,0,0,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501,0,0,0,0,0,0,0,0,0.02,0,0,0.0399,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266,0.0267,0.02,0,0,0.02,0,0,0,0,0,0,0
PWY-7400, ( CARBPSYN-RXN + ( -RXN-15003 RXN-15005 RXN-15006 RXN-15007 -RXN-15004 ) +  N-ACETYLTRANSFER-RXN ACETYLGLUTKIN-RXN N-ACETYLGLUTPREDUCT-RXN ACETYLORNTRANSAM-RXN ACETYLORNDEACET-RXN  )  ORNCARBAMTRANSFER-RXN ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN ,33.6264,34.8936,33.4627,51.7218,54.7189,53.7671,46.7972,51.4346,52.39,50.1378,50.4559,50.2396,54.1399,50.1369,51.4178,51.6307,47.9562,51.7307,49.9639,47.2161,53.9852,55.0297,49.6488,43.8069,55.4614,55.3582,49.1427,51.7109,49.8552,44.1849,61.8833,59.151,56.5372,65.1201,57.2798,57.8033,70.0695,62.5111,62.3327,61.5374,73.7174,40.8275,46.075,42.1109,36.5991,42.68,35.0926,39.3914,42.5231,36.6029,49.6191,55.6709,46.5968,52.2428,57.3069,49.7995,57.9143,57.2766,53.9006,48.4396,54.5316,52.1681,61.1402,57.9222,58.8871,56.2242,52.8222,54.5959,56.0427,55.2625,60.2279,60.4708,60.7506,62.8973,59.4519,58.733,65.8957,63.7309,54.9099,65.2508,55.6884,52.4288,56.8745,42.0184,42.2744,42.0023,44.3174,45.3472,42.2054,62.0236,51.3452,51.2391,56.2318,54.681,55.9236,58.7832,56.5161,54.8441,52.9764,60.3283,56.1497,62.3502,66.8072,39.697,35.8569,39.9419,44.7002,36.5935,36.7485,52.2542,46.334,51.3134,57.6143,47.4147,49.3878,57.5777,53.6887,54.85,54.1991,52.6633,57.782,56.2547,54.1047,52.6408,48.3495,50.0634,56.048
PWY-7431," ( -SYNEPHRINE-DEHYDRATASE-RXN , -RXN-15198 , -OCTOPAMINE-DEHYDRATASE-RXN , RXN-5821 )  -1.2.1.53-RXN RXN-8505 RXN6666-4 RXN6666-5 ",1.8648,1.9445,2.9233,0.7713,0.9042,0.8509,1.6322,1.1957,2.2527,3.0517,2.7645,2.8027,3.6841,2.3312,2.8568,2.4488,1.9351,3.6277,2.5158,2.2912,3.4066,16.0995,15.189,11.1986,14.1075,16.1106,12.6526,15.3487,12.5817,9.6585,16.3876,21.4907,16.0019,23.7013,22.1936,20.9455,24.7569,22.2546,20.7513,23.065,27.3883,14.9545,18.9032,19.0143,8.511,10.1971,7.1041,10.9689,11.2997,7.2985,19.5402,16.165,11.469,21.175,21.5444,19.0714,29.2601,25.1968,25.7212,17.7251,20.3581,20.2533,29.6185,25.1632,26.1867,23.2133,17.7931,22.0288,18.9936,22.0761,24.0298,22.5992,23.4645,18.3382,21.8688,21.1956,22.2573,25.6596,24.901,24.3899,18.9354,18.5153,16.9267,12.3066,12.9115,14.7386,8.1916,10.1496,9.598,7.3837,8.963,10.4019,10.8645,14.3843,16.3173,12.9342,15.2638,17.3055,8.7221,12.7936,13.797,10.4758,17.1671,6.3902,6.2562,7.7431,6.8516,3.5367,5.2244,5.6093,5.3518,6.2399,6.0629,6.3677,9.4653,9.3584,8.3037,11.5536,7.5518,7.6981,8.7916,8.5559,6.5902,7.4264,3.5287,3.3594,4.2997
