pathway	Day01LowCrysWater3	Day21BHET2	Day21BHET3	Day21ExtractionControl	Day30NoC1	Day30NoC2	Day30NoC3	Day30LowCrysWater1	Day30LowCrysWater2	Day30LowCrysWater3	Day30LowCrys1	Day01LowCrys1	Day30LowCrys2	Day30LowCrys3	Day30PET1	Day30PET2	Day30PET3	Day30WeatherPET1	Day30WeatherPET2	Day30WeatherPET3	Day30BHET1	Day30BHET2	Day01LowCrys2	Day30BHET3	Day30ExtractionControl	Day42NoC1	Day42NoC2	Day42NoC3	Day42LowCrysWater1	Day42LowCrysWater2	Day42LowCrysWater3	Day42LowCrys1	Day01LowCrys3	Day42LowCrys3	Day42PET2	Day42PET3	Day42WeatherPET1	Day42WeatherPET2	Day42WeatherPET3	Day42BHET1	Day42BHET2	Day42BHET3	Day01PET1	Day42ExtractionControl	Day01PET2	Day01PET3	Day01WeatherPET1	Day01WeatherPET2	Day01WeatherPET3	Inoc2	Day01BHET1	Day01BHET2	Day01BHET3	Day01ExtractionControl	Day03NoC1	Day03NoC2	Day03NoC3	Day03LowCrysWater1	Day03LowCrysWater2	Day03LowCrysWater3	Inoc3	Day03LowCrys1	Day03LowCrys2	Day03LowCrys3	Day03PET1	Day03PET2	Day03PET3	Day03WeatherPET1	Day03WeatherPET2	Day03WeatherPET3	Day03BHET1	Inoc4	Day03BHET2	Day03BHET3	Day03ExtractionControl	Day07NoC1	Day07NoC2	Day07NoC3	Day07LowCrysWater1	Day07LowCrysWater2	Day07LowCrysWater3	Day07LowCrys1	Day01NoC1	Day07LowCrys2	Day07LowCrys3	Day07PET1	Day07PET2	Day07PET3	Day07WeatherPET1	Day07WeatherPET2	Day07WeatherPET3	Day07BHET1	Day07BHET2	Day01NoC2	Day07BHET3	Day07ExtractionControl	Day14NoC1	Day14NoC2	Day14NoC3	Day14LowCrysWater1	Day14LowCrysWater2	Day14LowCrysWater3	Day14LowCrys1	Day14LowCrys2	Day01NoC3	Day14LowCrys3	Day14PET1	Day14PET2	Day14PET3	Day14WeatherPET1	Day14WeatherPET2	Day14WeatherPET3	Day14BHET1	Day14BHET2	Day14BHET3	Day01LowCrysWater1	Day14ExtractionControl	Day21NoC1	Day21NoC2	Day21NoC3	Day21LowCrysWater1	Day21LowCrysWater2	Day21LowCrysWater3	Day21LowCrys1	Day21LowCrys2	Day21LowCrys3	Day01LowCrysWater2	Day21PET1	Day21PET2	Day21PET3	Day21WeatherPET1	MiSeqControl1	MiSeqControl2	MiSeqControl3	Day21WeatherPET2	Day21WeatherPET3	Day21BHET1
PWY-5431	0.6942	0.9227	1.1247	3.9223	0.8431	0.8827	1.3523	0.2111	0.5589	0.2815	1.0496	2.9672	1.2642	1.4511	0.7937	0.7214	0.9178	0.8758	0.9018	0.3061	1.5213	1.0262	6.864	1.1521	3.9305	0.6755	0.5023	0.8217	0.1127	0.3779	0.3071	0.6966	4.1771	2.168	0.7165	1.3183	0.8127	0.6979	0.2332	1.444	0.8809	1.1857	0.8256	3.3245	0.5309	0.2271	0.5753	0.9262	0.6898	1.9468	1.0897	1.4644	1.8219	3.4818	0.8352	0.6197	0.7859	0.5099	0.5292	0.4646	1.6332	4.0958	4.7553	4.2046	0.8055	0.6257	0.4615	0.4484	0.3932	0.4548	0.5351	2.947	0.6564	0.4042	1.9667	0.7649	0.7552	1.067	0.6943	0.9347	0.5126	3.6469	1.096	2.9988	2.1761	0.9362	1.0478	0.724	0.9637	0.9618	1.1735	0.975	0.9876	0.3905	1.1871	2.8906	0.8598	0.8941	0.9939	0.7722	1.0105	0.6572	2.1893	2.2351	1.0866	2.0976	0.6067	0.6557	0.7716	0.534	0.6898	0.825	0.5904	0.5527	0.956	0.93	2.8441	0.9104	1.3044	1.4082	0.3814	0.5524	0.0808	2.2161	2.036	2.5271	1.3853	1.0099	0.8388	0.9163	0.9153	0	0	0	0.9373	0.9915	1.2124
PWY-5484	47.9369	50.9284	51.5102	64.5564	71.5784	63.0521	72.3928	67.044	64.317	61.4486	75.0452	56.1491	64.266	65.4904	56.5009	65.6174	62.0933	57.6455	56.7143	61.4728	52.9506	49.2878	50.745	52.4468	72.0763	61.8997	60.1515	61.9375	55.8097	60.8323	58.9006	67.637	45.2916	72.2927	66.5252	70.3349	59.5911	57.8309	55.8482	50.0504	48.718	54.2226	47.4694	80.8896	47.7923	47.8232	44.2051	41.2225	45.2131	53.8437	36.6442	37.6804	35.1065	76.7032	63.5623	59.1083	60.8806	40.185	46.6014	38.1473	55.541	59.4893	57.9791	51.5566	48.6183	50.0122	46.5751	47.9234	39.4955	40.0103	55.1924	63.0648	56.5023	55.6283	76.5225	63.0986	63.3815	67.2604	43.8149	46.9646	40.65	53.1497	70.3881	53.0259	46.9421	59.0487	55.3903	55.8816	52.7279	49.0881	54.2814	49.1858	53.0419	67.5493	52.6212	80.1179	68.3114	70.4538	69.5728	57.334	62.8069	52.8242	61.6231	59.6538	67.0937	56.6471	58.9651	60.8534	62.6406	60.665	50.9294	53.5642	49.7239	49.2698	48.8492	46.1929	81.7869	67.006	67.4659	72.8586	60.6647	65.3796	57.4676	68.0583	55.9866	59.9559	52.1345	62.5037	62.692	61.4501	61.0579	106.3522	107.1078	49.9437	57.7067	59.3772	54.3869
PWY-5505	10.6836	22.5488	24.0794	36.7438	23.7122	16.8482	18.281	14.8086	13.8474	13.5847	17.8157	21.4228	22.2083	21.187	16.4821	27.5707	20.7664	24.4916	22.5665	24.5308	22.2538	17.5158	21.1012	22.3969	34.8884	20.4998	18.4924	17.2223	13.139	13.8145	11.8278	16.6872	16.0471	25.6784	17.1658	27.9122	24.5838	20.0575	17.3566	24.3263	21.664	23.2427	9.5215	43.3481	10.316	11.3963	10.1144	10.9817	9.8025	10.6915	6.8282	7.4229	5.564	36.0467	10.7638	5.4889	6.7264	4.7213	8.1018	4.9481	10.2477	14.3013	18.6528	17.6809	6.306	8.1302	4.7125	6.1279	4.0579	3.1566	10.2651	13.1434	11.4706	6.9057	51.9509	14.5248	9.6958	11.9874	8.7357	9.8811	9.3556	19.9741	14.4619	14.0145	13.4575	17.4586	25.7428	33.4278	37.8645	29.8617	28.1116	12.6226	10.5979	11.6875	10.079	39.9236	17.4121	17.3639	18.9801	15.2272	20.7741	15.1809	14.4766	18.0274	12.4947	34.3265	25.5381	26.3124	32.3373	21.607	28.3674	25.2864	24.5806	26.1922	25.0623	12.0593	39.7381	21.816	21.8134	17.5799	15.488	21.1507	15.3966	25.8509	20.3278	28.2007	12.2597	26.6316	26.6027	26.2391	30.0419	97.7252	115.7399	42.7256	36.4743	28.0428	27.9924
PWY-5507	0.948	0.705	0.6705	0.0954	0.7132	0.2785	0.3091	0.0931	0.0945	0.3656	0.0948	0.5921	0	0.0954	0	0.2786	1.2642	0.1879	0.7134	0.0941	0.3644	0.3469	1.0625	0.3259	0.374	0.1872	0.7887	0.7748	0.0932	0.1852	0.0946	0.0946	1.412	0.2812	0.1874	0.4044	0.4841	0.188	0.0944	0.5267	0.4875	0.3376	1.2521	0	1.6474	0.7029	1.2999	2.3851	2.0243	1.0095	0.7448	1.0924	0.8828	0	0.7613	0.8966	0.4596	0.4572	0.4559	0.7106	1.4338	2.2747	0.9945	1.7832	1.7388	0.8423	0.8891	1.206	0.5436	1.0163	0.2239	1.6661	0.1385	0.494	0	1.1574	0.8126	1.0896	0.6299	0.5485	0.7068	1.9227	2.4884	0.8148	1.3593	1.0706	0.5502	0.9727	1.1492	0.549	0.7202	0.4762	0.2495	1.4648	0.2639	0	1.1528	0.8924	0.7931	0.3708	0.5446	0.3689	1.312	1.0597	1.3995	0.5456	0.3728	1.0312	0.5753	0.3648	0.3711	0.7174	0.7115	0.7585	0.4486	0.8977	0	0.2802	1.6282	1.0131	0	0.1872	0.0937	0.8132	0.6388	0.5466	1.0383	0.8181	0.4917	0.7185	0.4604	0	0	0	0.5476	0.3119	0.5859
PWY-5509	17.0284	41.5536	42.5959	51.2856	40.6445	30.4708	42.6199	28.4513	33.2523	28.7039	39.0079	38.0294	40.5058	39.1282	44.1922	49.1814	43.0109	46.0794	44.4797	49.3681	42.4961	39.8563	30.8373	42.3327	58.7283	38.1681	32.1853	40.576	27.0904	34.9798	32.4208	31.9826	29.3611	54.8642	52.0856	53.3182	47.6795	47.3929	44.7381	40.6621	38.7059	44.3157	25.0035	65.9832	25.0824	23.0668	27.5976	23.0532	27.0866	36.1082	28.8588	29.7026	28.0751	64.0491	32.1629	32.4761	32.5007	22.3824	26.3071	20.6421	37.068	39.1747	38.9784	32.8949	32.5008	31.2752	29.7382	33.6286	27.4584	27.4719	43.9324	40.7241	46.6602	46.7128	62.0563	34.8767	31.9831	36.2936	21.979	25.8367	21.2972	30.5334	30.9997	32.697	29.1728	52.1388	41.7193	39.809	45.8226	38.7602	43.5946	38.2236	44.2534	30.4037	44.2243	62.7726	37.8731	35.6256	43.7997	26.3001	34.3984	30.3326	42.8198	40.8621	32.3757	36.9134	45.9377	41.6767	39.4874	50.8078	39.7665	39.3843	42.3334	42.7906	42.9731	18.2838	62.3419	38.5503	35.9436	44.6625	28.8078	33.6763	28.663	30.4054	34.5047	35.4916	22.7469	46.9802	42.6615	38.3883	48.1921	78.5315	103.1059	36.2273	45.7015	43.2444	44.2186
PWY-5529	0	7.5051	6.9836	10.183	0.2594	0.2373	0.3332	0.1558	0.2461	0.1062	1.0631	2.0972	1.9117	1.2469	0.1626	0.2315	0.5243	0.2927	0.291	0.1731	7.7283	6.9489	1.6761	7.1077	9.5289	0.2252	0.1524	0.1595	0.1446	0.2323	0.2387	0.8366	1.8986	3.2151	0.3498	0.1967	0.2002	0.2021	0	9.4848	7.9275	7.3681	0.113	11.3312	0.1425	0.0913	0.1042	0	0.0496	0.3722	0.0577	0.1546	0.0861	10.8918	0.3255	0.3601	0.3114	0.1007	0.4316	0.4775	0.3857	1.0828	1.6816	1.3951	0.247	0.0955	0.1461	0	0.0827	0.2213	0.2133	0.6864	0.4489	0.1372	7.8927	0.8537	0.3901	0.3215	0.2355	0.3057	0.26	1.8935	0	0.983	1.3224	0.2772	0.4295	0.6689	0.4066	0.3813	0.4292	4.4125	3.435	0.2798	3.5715	10.8908	0.1033	0.5275	0.2194	0.0569	0.2514	0.3632	3.2147	2.7948	0.0577	1.5777	0.1896	0.1873	0.1065	0.0836	0.1191	0.4329	5.0667	5.2732	4.0459	0.0576	11.6141	0.2952	0.367	0.1745	0.1544	0.0579	0	1.521	2.1143	2.9369	0	0.4339	0.2543	0.2248	0.3006	0	0	0	0.2692	0.2842	7.8789
PWY-5531	0.0595	6.1675	5.9153	11.3519	0.2357	0.3475	0.494	0.3079	0.2616	0.2285	1.3394	4.5668	2.1109	1.7593	0.176	0.3184	0.8161	0.2632	0.3187	0.1451	6.5061	5.6838	2.7709	6.0277	10.5445	0.2891	0.2828	0.3467	0.2227	0.2271	0.3598	1.1929	2.656	3.622	0.3457	0.3231	0.2043	0.2082	0.0871	9.2791	6.7117	6.8542	0.3482	11.6624	0.2068	0.1189	0.2054	0.1775	0.0894	0.8642	0.207	0.2945	0.1189	12.1762	0.3483	0.318	0.2615	0.1748	0.439	0.4975	1.0906	1.8516	2.5499	1.7754	0.2638	0.1472	0.2342	0.1178	0.0884	0.2016	0.4748	1.2275	0.3839	0.1142	10.6475	0.7961	0.4629	0.433	0.2331	0.2913	0.3146	2.3931	0.4683	1.1742	1.3753	0.2321	0.377	1.0241	0.3771	0.4334	0.3766	4.067	2.7516	0.3859	2.7377	11.1545	0.2034	0.5545	0.2643	0.1773	0.4368	0.3768	2.7604	2.743	0.207	2.1383	0.177	0.2632	0.2368	0.0903	0.1187	0.4341	4.1956	4.3311	3.389	0.2055	14.0277	0.2664	0.4974	0.2072	0.1477	0.2072	0.0594	2.3493	2.1169	3.8112	0.4594	0.4346	0.2927	0.6637	0.3489	0	0	0	0.2645	0.2357	6.5451
PWY-5647	0	0.6945	0.8288	0.7624	0.8931	1.7802	0.9583	2.2089	0.7176	0.292	8.5229	0.167	3.4052	3.2727	0.3491	0.419	0.8186	0.7547	0.4402	0.3695	0.9201	0.4497	0.1327	0.9894	0.9564	0.5152	3.9652	0.5631	3.243	0.1882	0.168	7.603	0.2148	1.3136	0.2315	0.553	0.5553	0.3121	0.1343	0.4896	0.5007	0.877	0.0191	0.4551	0.0191	0.0344	0.0461	0.0747	0.0944	4.0841	0.0196	0.09	0.0473	0.5711	0.1603	0.0893	0	0.0371	0	0.0548	5.0079	0.3366	0.3416	0.236	0.0214	0.0604	0.0393	0.0834	0.0374	0.0193	0.0219	4.606	0.0227	0.0163	0.9467	0.8758	0.7955	0.8326	0.8808	1.1019	0.4554	2.8328	0	0.6608	0.7175	0.3825	0.5815	1.8243	0.7166	0.2467	0.6201	0.5708	0.2493	0.0912	0.4044	0.3502	1.1704	2.2723	1.4193	2.2293	2.064	1.0167	3.8997	1.2968	0.0826	1.4802	0.7714	0.738	2.1376	0.8366	0.7958	0.9332	0.4678	0.3792	0.6317	0	0.8251	1.372	3.2198	1.2169	3.1805	2.3745	0.9134	10.7883	1.663	1.8104	0.0189	0.6334	0.6361	1.4008	0.8682	0	0	5.88	0.5374	0.8393	0.9107
PWY-5651	0	1.233	1.675	2.8052	1.6994	2.8956	1.7393	3.9446	1.5093	0.5662	13.4738	0.1977	6.0533	6.103	0.5742	0.6899	1.3686	1.2587	0.7327	0.7586	1.598	0.7713	0.2464	1.7749	5.1329	1.0587	5.2597	1.0125	4.7673	0.3139	0.2922	9.6431	0.4137	1.9193	0.5778	0.8987	0.8642	0.4693	0.2183	0.8524	0.8607	1.5754	0.0497	4.839	0.0497	0.0497	0.0992	0.1238	0.1968	5.1018	0.0496	0.1471	0.0988	4.9321	0.2695	0.2948	0.1481	0.0993	0.0994	0.1488	5.969	0.5348	0.4635	0.344	0.0993	0.124	0.1238	0.1978	0.0994	0.0498	0.025	5.6892	0.025	0.025	3.1135	1.9523	1.7761	1.7698	1.8884	2.2699	1.0119	5.0513	0	1.4303	1.5433	0.9054	1.0927	3.3464	1.6179	0.6194	1.2212	1.1214	0.4919	0.1487	0.7342	6.173	2.3922	4.0456	2.5684	4.0201	4.0057	2.2127	6.9719	2.5387	0.2205	2.9227	1.6223	1.302	3.5241	1.2977	1.6822	1.9377	0.8184	0.7044	1.1223	0.0498	4.4745	2.4837	5.087	1.9712	5.359	4.1039	1.9712	14.0194	3.0761	3.7271	0.025	1.3491	1.0977	2.5426	1.4307	0	0	8.1213	0.9413	1.5793	1.598
PWY-5654	0	0.758	0.8614	1.7281	0.8991	1.7932	0.9657	2.2163	0.7222	0.3166	8.562	0.5859	3.4975	3.3456	0.3938	0.4593	0.8752	0.8067	0.4858	0.3809	0.9987	0.5004	0.6665	1.0653	3.1483	0.5219	3.9844	0.6176	3.2513	0.2183	0.1977	7.6609	0.5606	2.0151	0.2254	0.6787	0.6211	0.3709	0.1531	0.538	0.5549	0.9454	0.0189	2.5564	0.0189	0.0508	0.0533	0.0852	0.0989	4.1057	0.038	0.1029	0.0552	2.5088	0.1875	0.084	0	0.0364	0	0.0536	5.0436	0.4595	0.6707	0.3819	0.0191	0.0637	0.0373	0.0843	0.0368	0.0192	0.0834	4.6307	0.1162	0.0193	2.6861	0.8723	0.7944	0.8385	0.8888	1.1185	0.4623	2.8597	0	0.669	0.7248	0.3857	0.6139	1.8331	0.7158	0.2435	0.6439	0.6032	0.2657	0.1119	0.443	2.7233	1.1705	2.2885	1.4295	2.242	2.0701	1.0236	3.8527	1.3395	0.0865	1.5298	0.7916	0.7788	2.142	0.9167	0.7999	0.9365	0.5163	0.4108	0.6912	0	2.8221	1.3776	3.2404	1.2265	3.1934	2.3912	0.9143	10.8899	1.73	1.8289	0.0348	0.6483	0.6825	1.4114	0.9425	0	0	5.88	0.5778	0.8719	1.0006
PWY-5655	0	1.0676	1.2524	1.4895	0.9713	1.5291	1.0352	1.3806	0.9539	0.4457	3.6522	0.2766	2.9162	2.5944	0.5601	0.6779	1.2185	1.1823	0.7182	0.5973	1.1346	0.6932	0.2483	1.4938	1.9552	0.7767	2.1524	0.8223	1.3458	0.2753	0.2474	2.0415	0.3997	1.7309	0.4049	0.8263	0.8986	0.5309	0.2342	0.7499	0.7087	1.3579	0.0327	0.9939	0.0327	0.0592	0.0873	0.1311	0.167	4.4665	0.039	0.1611	0.0902	1.2247	0.2383	0.1463	0	0.0694	0	0.0742	5.2277	0.4998	0.4682	0.3001	0.0353	0.0888	0.0655	0.1428	0.0688	0	0.0364	5.3249	0.0373	0.0293	1.8385	1.0979	0.7541	0.8668	0.857	0.9147	0.5137	3.4864	0	1.0785	1.1088	0.5787	0.9243	0.7876	0.8735	0.3811	0.9584	0.9103	0.4106	0.1598	0.675	0.79	1.1422	1.5888	1.1773	0.7778	1.5939	0.9921	3.2833	1.7543	0.1602	2.0749	1.0723	1.1415	1.2693	1.3329	0.9997	1.1719	0.7315	0.5621	1.0319	0	1.6771	1.1414	2.1923	1.0491	1.5835	0.9355	0.3459	5.079	2.3359	2.5774	0.0325	0.9655	0.9966	1.1021	1.3712	0	0	0	0.8683	1.2948	1.3796
PWY-5659	38.4563	43.098	44.4874	81.7881	54.5824	46.4683	53.982	49.851	48.814	48.2914	68.8001	52.363	56.4083	61.4529	45.7032	55.4379	50.1997	51.7126	48.7378	54.6558	44.5374	39.6963	48.4717	43.4533	94.5759	48.2853	46.9878	46.7884	43.8646	47.9338	49.027	59.7419	43.9171	62.7521	53.9104	60.398	52.8919	50.6075	47.0683	42.3983	39.6669	45.1729	36.4764	109.8676	35.9963	35.8374	31.2909	33.0383	32.3534	44.5105	26.3168	27.2519	25.8629	103.0473	49.4968	47.0166	46.3299	33.1016	37.1668	31.3393	45.735	49.098	51.6349	47.3795	35.1655	37.8412	34.8377	36.7314	28.5821	28.2293	39.5477	52.6034	42.838	41.8656	106.6765	50.0162	48.3744	51.1221	38.0875	38.8396	33.7205	49.7432	47.7594	42.9106	39.3093	55.2882	47.3136	48.3989	52.5866	45.4936	50.1439	37.0263	40.6075	46.8513	42.8677	108.5355	52.6986	53.8525	51.0924	46.7842	52.1932	45.4958	52.2615	49.9341	46.0221	57.8906	50.8909	51.6849	52.3723	55.5773	44.8189	45.1377	45.1848	45.6434	45.222	38.3656	107.5385	52.2443	53.742	53.1323	48.128	50.2714	46.6648	64.4006	50.6716	57.4699	39.9789	53.85	53.9801	51.2496	55.3202	97.7838	97.4202	53.1693	53.9319	50.7506	48.6875
PWY-5667	52.7918	67.3372	69.601	111.9169	77.3224	68.3259	79.5457	73.2241	71.7302	68.734	90.9455	73.1493	84.5754	83.8652	72.2929	81.0075	74.8925	71.752	71.7072	77.739	69.3987	63.6098	65.0932	70.4818	133.1561	68.6365	65.8852	70.4767	62.3876	69.3386	68.1818	80.7579	58.5989	109.8669	87.2619	88.3157	74.456	74.8092	71.6761	66.1191	62.2385	73.8427	52.4536	151.3205	52.6512	52.3367	50.5523	47.2758	51.8419	61.4883	47.2656	48.4345	46.2769	144.4494	70.2084	69.3352	67.981	47.6836	54.5671	45.546	64.0601	73.1159	73.0743	65.1695	58.0544	59.2313	55.8175	58.0622	48.9263	48.538	73.1694	71.8402	77.6652	76.7789	142.1082	71.5799	71.5169	75.1514	51.1632	55.3375	47.5603	69.2375	75.8287	67.3136	60.6836	82.055	67.1445	64.4582	64.7501	58.6861	66.7325	66.3718	72.8283	73.7314	75.0649	149.4063	75.1594	78.7785	78.0298	63.6711	72.474	61.8766	90.0267	87.1195	72.5463	75.1041	72.3065	71.1337	69.6063	78.817	60.909	63.2354	66.4462	66.684	66.8397	51.8553	142.8264	73.5905	74.9518	79.9349	67.0977	72.0927	64.3598	85.3247	80.5591	79.1584	57.7171	76.1006	74.1717	69.4415	75.8266	176.8226	156.2557	60.3323	68.4508	70.0549	72.1568
PWY-5676	23.8091	14.4049	13.2756	21.1504	20.5095	21.2685	19.1172	31.2534	24.4629	27.2359	25.593	16.4723	21.646	22.2159	13.1877	17.7471	19.0658	12.1731	13.9758	14.7744	12.5195	11.4754	17.4155	12.6659	23.7884	17.9558	18.9489	15.9275	25.0699	23.0406	24.6108	26.7394	14.9447	17.0786	16.1208	18.8216	12.9181	12.1531	13.0797	13.0709	13.7565	11.1414	18.1069	24.7896	19.6795	21.4991	17.0069	18.5225	16.9632	12.8624	14.8406	14.1652	12.9246	25.716	26.0319	22.5717	22.7606	14.2381	17.4602	13.7487	11.9695	20.4562	19.9451	18.4217	15.623	17.7097	14.6796	14.1625	12.2277	11.738	17.5822	13.2498	17.0733	13.3296	27.5386	26.5289	25.2021	24.8952	17.5133	17.4072	17.0255	17.9415	32.0679	18.6158	16.396	16.7575	16.6279	16.3302	13.0511	13.411	13.5379	16.7796	13.9477	32.562	14.1171	22.5232	24.346	24.8217	20.5456	25.266	25.5541	22.8344	12.9921	13.2691	28.5241	21.116	16.0317	19.6316	19.3419	10.7785	13.5858	14.4622	13.6076	13.7837	13.311	22.4322	25.2144	20.5116	22.1708	16.345	26.9442	26.2688	26.6609	24.3721	15.9322	24.5941	24.9321	18.0417	21.4284	19.7492	15.1463	4.1608	4.3981	7.4469	14.8484	16.3673	14.2054
PWY-5677	0.2909	0.0887	0.3379	0.1722	0.1719	0.1451	0.3517	0	0	0.0299	0.0299	0.6692	0.0299	0.0888	0	0.1601	0	0.3512	0.1405	0	0.8597	0.1453	1.8046	0	0.4241	0	0	0.1437	0	0	0	0	0.3901	0.118	0.0295	0	0.0588	0.1851	0.0585	0.3347	0.2301	0.5597	0.5008	0.8315	0.8047	0.8845	0.5537	1.6137	0.3956	1.236	1.0818	0.7808	0.8548	0.4932	0.0889	0	0.2822	0.1441	0	0	1.0794	1.3584	0.8641	0.7165	0.9586	0.1463	0.276	0.145	0.2748	0.3151	0.4232	1.3854	0.2888	0	0	0.508	0.0884	0.1462	0	0	0.147	0.2891	1.051	0.147	0.3432	0.664	0.2822	0.1447	0.1733	0.3813	0.0591	0.2889	0.4437	0.3967	0	0.6552	0.1464	0.146	0	0.2913	0	0	0.6005	0.2571	0.4487	0	0.1401	0.1423	0	0	0.0586	0.1439	0.1461	0.4193	0	0.3756	0.3698	0.145	0.7018	0.1422	0	0	0	0.0299	0.3987	0.0299	0.4292	0	0	0.1434	0.1975	0	0	0	0.6532	0	0.792
PWY-5686	47.6299	56.3461	57.8391	94.3511	70.8735	61.4132	72.1504	66.2411	63.9962	61.3063	81.5253	63.0056	71.9274	72.7731	61.0044	69.6393	64.423	61.2235	60.8022	65.9958	58.0918	53.1659	57.6264	57.5814	109.1663	61.7367	59.1671	62.5884	55.2358	61.0186	59.8213	71.0705	50.9628	89.8405	72.5349	77.8262	63.1152	62.1793	59.286	55.6084	52.3872	60.5357	46.3798	123.8736	46.3206	46.1264	43.456	40.6395	44.7975	53.8473	39.5522	40.8813	39.3842	118.1345	62.7387	58.776	60.2724	41.5244	48.0445	39.955	56.1203	63.8719	63.6343	56.8225	49.6934	51.0005	47.728	49.7277	41.1854	40.6164	57.7306	62.9239	60.9955	60.0109	117.4418	63.0436	62.0654	67.1234	45.3296	48.4996	41.7654	59.943	67.5903	58.0192	51.7551	70.6231	58.2928	58.8477	58.9675	52.7927	58.2669	53.2037	58.2209	64.4758	59.7902	122.3983	67.7652	68.8704	69.7725	57.256	63.8583	53.9486	74.196	71.7248	64.66	66.1966	64.3781	62.7876	63.933	65.1887	54.3856	55.9836	56.4586	56.7867	56.6039	46.1774	120.0636	66.735	66.8846	72.5065	60.2215	64.7058	57.0165	76.0751	66.9049	68.1172	51.3489	67.1881	65.0663	62.6969	65.3486	116.815	116.6679	57.0075	61.58	61.9935	61.2711
PWY-5695	56.0773	63.5669	64.2165	90.4518	78.2153	67.1184	78.7697	65.7897	65.8148	60.6148	72.4991	65.3233	69.0789	66.7849	61.0359	65.8183	60.1904	61.0663	62.7529	68.2797	64.1508	59.8243	58.4201	63.4344	101.2477	66.639	63.9408	67.3225	55.8231	61.7932	56.8782	64.0619	52.3034	70.7883	73.3201	67.4527	63.8224	67.8017	63.1784	64.6841	60.6061	65.6639	54.7195	114.6343	56.293	57.278	52.0727	49.181	52.0771	59.93	41.6126	42.646	40.1106	106.7445	63.2329	61.2003	62.0078	42.5795	49.9211	41.5005	60.7875	63.4148	64.4513	58.5554	50.7972	52.6969	47.8838	50.6298	43.7624	42.538	67.4351	67.0137	72.3105	68.2632	116.0065	66.4055	65.0299	69.0103	46.5624	50.6514	43.7925	60.6685	74.8349	57.0604	51.9182	75.7726	60.4241	61.0391	60.8794	54.0838	61.1321	56.7529	63.652	75.9726	64.2843	111.464	70.4077	73.7572	74.4026	60.1389	65.1483	55.3186	64.3479	66.8111	68.6172	70.8362	63.5946	60.9127	68.3022	72.4711	55.268	57.2689	63.2286	64.4565	63.3515	53.3903	112.5518	71.7474	71.8511	79.7844	59.6032	66.451	60.4784	73.1019	66.1763	68.984	61.9589	66.1011	62.2583	65.1134	66.9556	150.2761	140.8701	64.9509	60.8645	62.1915	68.496
PWY-5705	13.4144	10.7426	9.5474	6.9027	10.6386	10.9441	9.9795	17.5968	13.5265	15.1324	17.9316	8.4811	14.4659	13.8623	6.5809	10.436	10.889	5.7704	6.4358	6.3478	8.9079	9.5086	10.1271	9.3698	5.848	9.558	10.3239	8.0648	12.3431	12.1093	14.3821	14.1949	7.8416	10.9256	9.177	11.626	6.4905	5.8116	5.7596	11.0501	11.385	9.6178	10.4454	7.2056	11.0502	12.0771	11.0213	12.7362	11.4589	16.9526	7.0282	7.1889	6.4551	7.1708	15.2175	13.741	12.7245	7.2235	8.8512	6.4844	15.4914	14.2062	13.0728	12.0359	8.408	9.6252	7.3046	7.914	6.431	5.5363	11.1701	16.3299	12.6693	8.2647	6.507	13.9624	15.0519	14.9691	9.4368	8.8453	9.5316	11.7071	18.5383	10.9246	9.8841	10.8508	8.9767	8.0628	8.0257	7.7807	7.8655	11.4432	9.9828	19.1352	11.0053	6.1097	13.6514	13.9628	10.5421	14.297	13.6101	13.0625	11.3262	11.276	15.5637	13.0711	8.6957	11.3551	10.2801	5.8151	5.796	6.2901	8.4778	9.5714	8.3612	12.7575	6.7117	11.4117	13.3514	8.8508	15.7234	13.8394	15.0387	13.6756	12.3954	14.5748	13.8376	10.2465	11.807	11.4625	8.0054	6.0762	0.98	12.2093	7.1056	7.9981	10.4508
PWY-5741	11.4295	18.0036	18.9457	16.9603	7.8163	8.0008	7.16	16.1933	12.5448	13.6267	23.694	7.9263	18.3212	19.395	10.6884	5.5388	7.1636	6.4413	7.7539	10.1688	14.2557	15.1308	8.1754	17.6094	16.8211	8.6744	8.562	8.4242	14.3473	12.3446	15.6906	15.4551	6.5071	16.6148	5.0705	8.3355	7.6243	6.8838	8.2667	15.4736	14.9127	16.8543	7.8873	19.4463	8.5131	9.8946	10.2966	10.8085	9.588	5.3325	4.8538	5.2597	4.2249	17.9816	12.8396	12.6644	10.6727	9.1801	12.5256	10.5189	4.4524	13.2612	12.79	11.9777	11.3053	12.4747	9.3259	12.9592	11.1426	8.9139	20.1948	5.6353	24.951	22.7161	21.5688	16.4216	13.248	13.1493	11.7825	12.4496	12.2436	10.49	14.9293	10.1165	9.4676	31.9047	10.6139	10.2961	13.2724	10.6489	10.7006	19.5191	22.3634	16.1597	25.9014	18.3286	12.8611	11.8014	10.2867	13.8335	17.2572	18.7575	10.5363	11.9962	12.7529	15.686	17.2224	7.5935	8.1748	6.5712	9.8891	10.6026	18.36	20.2742	20.4224	11.4943	20.8262	9.0702	10.6902	5.1504	16.1444	14.2829	16.5278	15.5262	15.8082	18.9065	12.8032	15.9219	9.1498	8.3865	9.6794	3.0467	3.224	8.5896	8.0592	10.3516	17.8429
